"Country.Name","Year","Adolescent.fertility.rate..births.per.1.000.women.ages.15.19.","Foreign.direct.investment..net.inflows....of.GDP.","GDP..current.US..","GNI..current.US..","Gross.national.expenditure....of.GDP.","Mobile_Cellular","Mobile_Cellular_Per100","Internet_Usage","Access_Electricity","Access.to.electricity..urban....of.urban.population.","Adjusted.savings..net.national.savings....of.GNI.","Employers..total....of.total.employment...modeled.ILO.estimate.","Foreign.direct.investment..net..BoP..current.US..","Labor.force..female....of.total.labor.force.","Urban.population....of.total.population.","Urban.population.growth..annual...","Compulsory.education..duration..years.","Access.to.electricity..rural....of.rural.population.","Fixed.broadband.subscriptions","Fixed_Broadband","Computer..communications.and.other.services....of.commercial.service.exports.","Computer..communications.and.other.services....of.commercial.service.imports.","Adjusted.net.national.income..current.US..","Communications_Imports","Cost.of.business.start.up.procedures....of.GNI.per.capita.","GNI..constant.2015.US..","Labor.force.participation.rate.for.ages.15.24..total......national.estimate.","Adjusted.net.national.income.per.capita..annual...growth.","Employment.to.population.ratio..ages.15.24..total......national.estimate.","Gini_Index","Poverty_Rate","Poverty_Gap","Labor.force.with.basic.education....of.total.working.age.population.with.basic.education.","Labor.force.with.advanced.education....of.total.working.age.population.with.advanced.education.","School.enrollment..tertiary....gross.","School.enrollment..primary.and.secondary..gross...gender.parity.index..GPI.","Educational.attainment..at.least.completed.lower.secondary..population.25...total......cumulative.","International.tourism..expenditures..current.US..","Secure.Internet.servers","Secure.Internet.servers..per.1.million.people.","Primary.completion.rate..total....of.relevant.age.group.","Adolescents.out.of.school....of.lower.secondary.school.age.","Internet_Female","Internet_Male","Internet_Gender_Gap","Mobile_Penetration_Ratio","Connectivity_Score","Log_Internet_Usage","Log_Mobile_Cellular","Log_Poverty_Gap","Log_Communications_Imports","Log_Fixed_Broadband","Poverty_Quartile","Internet_Level","Digital_Divide","Mobile_Internet_Interaction","Broadband_Mobile_Interaction","Poverty_Internet_Impact","Gini_Internet_Impact","Internet_Gender_Gap_Cat","Mobile_Penetration_Level","Connectivity_Level","Poverty_Connectivity_Group","Scaled_Internet_Usage","Scaled_Mobile_Cellular_Per100","Scaled_Fixed_Broadband","Scaled_Poverty_Gap","Scaled_Gini_Index","Scaled_Communications_Imports"
"Bolivia",2010,76.31,3.17,19649723722,18760785456,93.14,7180000,70.23,22.4,88,98.8,17.11,5.43,-650803350.5,43.08,66.43,2.37,14,66.4,95900,0.94,35.37,17.52,16115928224,19.23,95.2,24020948168,NA,4.63,NA,NA,NA,NA,NA,NA,NA,0.99,NA,4.21e+08,58,5.67,97.47,4.46,NA,NA,NA,0.7023,31.19,3.15273602236366,15.7868100803002,NA,3.00716665117965,0.662687973075237,NA,"Low","Below Average",15.73152,66.0162,NA,NA,"Unknown","Under_Penetrated",1,"Medium_Balance",-1.61401448458416,-1.87854213472027,-1.49736320796526,NA,NA,-1.31990136964528
"Bolivia",2011,75.02,3.58,23963164697,22977403394,94.3,8350000,80.35,30,88.3,99.1,18.78,5.74,-858666303.7,42.89,66.87,2.34,14,66.6,73500,0.71,27.92,24.1,19102796513,25.28,85.4,25359406070,52.6,2.95,49.83,46.1,5.3,2.2,66.67,81.71,NA,1,53.99,4.1e+08,83,7.98,97.37,6,NA,NA,NA,0.8035,37.02,3.43398720448515,15.9377722165875,1.16315080980568,3.26880819361641,0.536493370514568,4,"Medium","Below Average",24.105,57.0485,29.34,16.17,"Unknown","Under_Penetrated",1,"Low_Access_High_Poverty",-1.29462712860889,-1.47378099787485,-1.51559702503866,1.43712541813479,1.44498657802897,-0.91049459689865
"Bolivia",2012,73.74,3.91,27084497482,25455219537,90.62,9490000,89.82,35.34,90.4,99.2,18.39,6.76,-1059965391,41.94,67.32,2.31,14,72.2,117000,1.11,22.67,25.05,20739116435,26.07,70,26054265542,44.87,0.64,43.34,46.6,6.5,3,59.25,85.55,NA,0.99,56.24,5.02e+08,109,10.31,98.22,3.27,NA,NA,NA,0.8982,42.09,3.59291906296803,16.0657492759602,1.38629436111989,3.29842610362621,0.746687947487975,4,"Medium","Below Average",31.742388,99.7002,34.2798,18.87156,"Unknown","Under_Penetrated",1,"Low_Access_High_Poverty",-1.07021548638416,-1.0950173648782,-1.48388603882405,2.18552526678682,1.51206659624807,-0.857034869548264
"Bolivia",2013,72.66,5.71,30659338886,28751567786,93.05,10400000,97.04,36.99,89.5,99.5,16.85,5.58,-1749612614,42.37,67.7,2.2,14,68.5,154000,1.44,21.67,33.36,23523611179,34.21,67.6,27784483099,46.09,3.85,43.52,47.6,5.2,2.3,62,81.77,NA,0.99,58.65,6.6e+08,150,13.96,95.51,3.94,34.22,39.95,5.73,0.9704,45.1566666666667,3.63732296719953,16.1573164602654,1.19392246847243,3.56133013316696,0.89199803930511,4,"Medium","Below Average",35.895096,139.7376,36.13923,19.38276,"Medium_Gap","Under_Penetrated",1,"Low_Access_High_Poverty",-1.00087481041584,-0.806245091358047,-1.45772447519699,1.5306753992163,1.64622663268627,-0.306196666216439
"Bolivia",2014,71.44,1.99,32996188017,31298228307,98.68,10500000,95.73,34.6,90,99.3,12.98,8.03,-689679406,42.83,68.05,2.12,14,70.3,173000,1.59,18.53,36.98,25885822545,37.94,60.8,29748030526,51.41,1.5,48.97,47.8,4.3,1.9,66,81.95,NA,0.98,54.71,9.53e+08,198,18.14,91.71,7.59,32.18,37.11,4.93,0.9573,43.9733333333333,3.57234563785798,16.1668859103658,1.06471073699243,3.66202199994405,0.951657875711446,4,"Medium","Below Average",33.12258,152.2107,33.9426,18.0612,"Medium_Gap","Under_Penetrated",1,"Low_Access_High_Poverty",-1.10131372893965,-0.858640060653254,-1.44583285536651,1.15647547489028,1.67305863997391,-0.0537855484734778
"Bolivia",2015,70.23,1.68,33000198249,31873100507,106.2,10200000,91.64,37.49,91.5,99.5,5.2,4.52,-556430243.1,40.7,68.39,2.08,14,74.3,181000,1.64,17.62,39.9,27893798724,40.82,51.1,31873100507,44.08,3.21,41.01,46.7,4.6,2.1,60.83,80.13,NA,0.98,56.41,8.49e+08,290,26.15,89.52,9.82,34.47,40.59,6.12,0.9164,43.59,3.65039846729565,16.1378983762937,1.1314021114911,3.73337469400049,0.970778917158225,4,"Medium","Below Average",34.355836,150.2896,36.70271,19.98217,"High_Gap","Under_Penetrated",1,"Low_Access_High_Poverty",-0.97986248436484,-1.02222435410165,-1.44186898208969,1.34357543705329,1.52548259989189,0.141105609462107
"Bolivia",2016,68.82,0.99,33941126194,33320230246,107.43,10100000,89.73,39.7,91.8,99.5,5.49,4.61,-246499489.9,42.29,68.74,2.05,14,74.9,288000,2.57,16.45,40.41,29272435209,41.31,49.7,33766058936,43.54,3.77,40.57,45.2,5.6,2.5,61.09,78.1,NA,0.98,57.42,9.6e+08,418,37.11,90.06,12.15,NA,NA,NA,0.8973,44,3.70622809244855,16.1280460808214,1.25276296849537,3.74502346473198,1.27256559579155,4,"Medium","Below Average",35.62281,230.6061,38.7075,21.7556,"Unknown","Under_Penetrated",1,"Low_Access_High_Poverty",-0.8869880032194,-1.09861701925726,-1.36814093914071,1.7177753613793,1.32424254523459,0.174264174527536
"Bolivia",2017,68.2,1.9,37508642171,36398995789,106.9,11000000,95.87,43.83,91.8,99.4,6.23,4.77,-632781025,43.12,69.08,2.02,14,74.8,380000,3.35,14.45,40.97,31357085229,41.77,46.6,34760931843,44.54,2.76,41.55,44.6,4.9,2.1,62.66,77.89,NA,0.98,57.62,9.97e+08,1226,107.21,91.36,14.27,NA,NA,NA,0.9587,47.6833333333333,3.80287755816735,16.2134059216717,1.1314021114911,3.75583692223882,1.47017584510059,4,"Medium","Below Average",42.019821,321.1645,42.90957,24.28182,"Unknown","Under_Penetrated",1,"Low_Access_High_Poverty",-0.713426190038102,-0.853040598285828,-1.30630451602221,1.34357543705329,1.24374652337167,0.20539262336447
"Bolivia",2018,66.46,0.75,40287647931,39311992851,105.13,11400000,98.61,44.29,92.8,99.5,5.46,4.93,-386834085.2,44.33,69.43,1.99,14,77.6,504000,4.38,11.66,40.48,33455764585,41.26,39.2,36420678313,49.61,2.8,46.19,42.6,3.3,1.3,67.71,79.5,NA,0.98,58.95,1.009e+09,1478,127.34,94.17,13.61,41.67,47.01,5.34,0.9861,49.0933333333333,3.81308625756812,16.249124001084,0.832909122935104,3.74384101218791,1.68268837417369,4,"Medium","Below Average",43.674369,431.9118,43.71423,25.42246,"Medium_Gap","Under_Penetrated",1,"Low_Access_High_Poverty",-0.694094850071178,-0.743451120523332,-1.22464872651957,0.595175588401264,0.975426450495266,0.170880647480043
"Bolivia",2019,65.63,-0.53,40895322851,40059428640,106.46,11700000,99.25,47.47,95.1,99.5,2.93,4.27,264951155.8,43.03,69.77,1.96,14,84.9,747000,6.4,8.56,34.15,34324896354,34.95,37.3,37375849244,53.7,1.32,49.91,41.6,1.9,0.6,69.83,82.05,NA,0.99,62.53,1.111e+09,1987,168.71,90.83,13.66,44.43,50.66,6.23,0.9925,51.04,3.88094504985728,16.2750994852381,0.470003629245736,3.58212908416706,2.00148000021012,3,"Medium","Below Average",47.113975,635.2,47.18518,27.72248,"High_Gap","Under_Penetrated",1,"Low_Access_High_Poverty",-0.560456456386789,-0.717853578272239,-1.06450824613577,-0.0596742791692593,0.841266414057066,-0.256120465913546
"Brazil",2008,69.79,2.99,1.7e+12,1.65e+12,100.19,151000000,78.19,33.83,98.5,99.8,4.95,4.63,-24601090274,42.68,83.75,1.35,8,91.9,10000000,5.26,53.09,40.24,1.36e+12,43.55,NA,1.55e+12,64.28,2.71,52.92,54,6.5,2.5,65.61,83.96,NA,1.04,49.29,1.3269e+10,NA,NA,NA,NA,NA,NA,NA,0.7819,39.0933333333333,3.55047908437791,18.8327904014017,1.25276296849537,3.79661215391682,1.83418018511201,4,"Medium","Below Average",26.451677,411.2794,32.98425,15.5618,"Unknown","Under_Penetrated",1,"Low_Access_High_Poverty",-1.13367271105819,-1.56017270297229,-1.15488455684742,1.7177753613793,2.50485086589075,0.325846186255212
"Brazil",2009,67.88,1.89,1.67e+12,1.63e+12,100.4,169000000,87.08,39.22,98.9,99.9,-0.32,4.43,-36032805800,42.95,84.04,1.3,8,93.6,11700000,6.11,56.14,45.72,1.33e+12,49.02,NA,1.55e+12,63.78,-1.77,51.1,53.7,6.1,2.4,65.6,84.33,NA,1.04,50.12,1.2897e+10,NA,NA,NA,NA,37.95,40.59,2.64,0.8708,44.1366666666667,3.69436438434451,18.9454092788045,1.22377543162212,3.91242292544947,1.96150224381515,4,"Medium","Below Average",34.152776,532.0588,38.27872,18.15886,"Low_Gap","Under_Penetrated",1,"Low_Access_High_Poverty",-0.907159836228364,-1.20460684264069,-1.08749871114137,1.6242253802978,2.46460285495929,0.696004045250923
"Brazil",2010,66.18,3.73,2.21e+12,2.14e+12,101.04,197000000,100.29,40.65,98.6,99.8,0.38,3.93,-55626921873,42.6,84.34,1.29,8,92.1,14100000,7.28,61.02,47.09,1.72e+12,49.44,NA,1.65e+12,NA,5.42,NA,NA,NA,NA,NA,NA,NA,NA,50.62,1.8883e+10,5529,28.16,NA,NA,40.25,41.09,0.840000000000003,1.0029,49.4066666666667,3.72930136861285,19.0987142917784,NA,3.92078451109672,2.11384296839717,NA,"Medium","Below Average",40.767885,730.1112,NA,NA,"Low_Gap","Adequately_Penetrated",1,"Medium_Balance",-0.847064583722491,-0.676257572114211,-0.994744076463618,NA,NA,0.724425672449862
"Brazil",2011,65.23,3.92,2.62e+12,2.55e+12,100.77,234000000,118.25,45.69,99.3,99.9,-0.13,3.48,-86360111205,42.24,84.63,1.28,8,96.2,17800000,9.13,61.08,46.02,2e+12,48.13,NA,1.72e+12,59.79,2.14,49.63,52.9,5.3,2.2,62.3,82.96,NA,1.02,53.49,2.4608e+10,8709,43.94,NA,NA,NA,NA,NA,1.1825,57.69,3.84353000898285,19.2708316775955,1.16315080980568,3.89446984618056,2.31550131826059,4,"Medium","Below Average",54.028425,1079.6225,44.68482,21.51999,"Unknown","Adequately_Penetrated",2,"Low_Access_High_Poverty",-0.635260337128365,0.0420734573071092,-0.848080765221025,1.43712541813479,2.35727482580873,0.635777263805552
"Brazil",2012,63.68,3.75,2.47e+12,2.4e+12,101.36,248000000,124.18,48.56,99.5,99.9,-3.32,3.93,-90485123670,42.09,84.92,1.24,8,97.2,19100000,9.71,62.91,48.83,1.84e+12,50.69,NA,1.76e+12,57.07,-2.05,48.08,53.4,4.5,1.7,70.33,81.68,43.23,1.02,54.52,2.6008e+10,14059,70.3,NA,4.69,NA,NA,NA,1.2418,60.8166666666667,3.90318405676094,19.3289393081615,0.993251773010283,3.94526433920795,2.37117788445966,4,"Medium","Below Average",60.301808,1205.7878,47.73448,22.62896,"Unknown","Adequately_Penetrated",2,"Low_Access_High_Poverty",-0.514649585595599,0.279250684727401,-0.802099835209834,0.969375512727277,2.42435484402783,0.809013848637182
"Brazil",2013,62.94,3.04,2.47e+12,2.44e+12,102.3,271000000,134.39,51.04,99.6,99.9,-2.83,4.04,-59567525425,42.12,85.21,1.2,14,97.5,21400000,10.76,61.51,47.77,1.88e+12,49.65,5.9,1.83e+12,55.93,3.44,47.21,52.7,3.7,1.3,69.89,81.48,44.34,1.02,55.76,2.9286e+10,17456,86.54,NA,2.37,52.82,49.14,-3.68,1.3439,65.3966666666667,3.9520126536443,19.417629382534,0.832909122935104,3.92493923069469,2.46470394247048,4,"High","Below Average",68.592656,1446.0364,50.37648,24.14192,"Female_Higher","Adequately_Penetrated",2,"Low_Access_High_Poverty",-0.410428448382616,0.687611475951881,-0.718858496396471,0.595175588401264,2.33044281852109,0.738636486049332
"Brazil",2014,63.12,3.57,2.46e+12,2.41e+12,102.66,281000000,137.98,54.55,99.7,99.9,-5.08,4.03,-67107129352,42.22,85.49,1.19,14,97.9,24000000,11.98,65.51,51.35,1.85e+12,52.44,5.5,1.83e+12,55.09,-1.65,46.6,52,3.3,1.1,69.38,82.88,47.16,1.02,56.25,2.9998e+10,22778,111.95,NA,4.24,54.18,54.95,0.770000000000003,1.3798,68.17,4.01728351608564,19.4538652308567,0.741937344729377,3.97855952922839,2.56340971127594,4,"High","Below Average",75.26809,1653.0004,53.94995,26.184,"Low_Gap","Adequately_Penetrated",2,"Low_Access_High_Poverty",-0.262921919504564,0.83119768951661,-0.622139988441896,0.408075626238257,2.23653079301435,0.927437295299429
"Brazil",2015,62.43,3.59,1.8e+12,1.77e+12,101.15,258000000,125.65,58.33,99.7,100,-8.04,4.27,-61604176365,42.56,85.77,1.17,14,98.2,25500000,12.64,64.88,57.58,1.34e+12,58.56,4.8,1.77e+12,54.94,-6.36,44.3,51.9,3.9,1.3,64.64,82.97,48.43,1.01,57.49,2.0356e+10,32503,158.41,NA,4.43,57.56,59.16,1.59999999999999,1.2565,65.54,4.08311508027055,19.3684701467619,0.832909122935104,4.08698420781581,2.61300665241532,4,"High","Below Average",73.291645,1588.216,57.57171,28.05673,"Low_Gap","Adequately_Penetrated",2,"Low_Access_High_Poverty",-0.104068734558969,0.338045039585382,-0.569816861187782,0.595175588401264,2.22311478937053,1.34158100591255
"Brazil",2016,57.88,4.14,1.8e+12,1.76e+12,99.6,244000000,117.99,60.87,99.7,99.9,-9.35,4.25,-59601145882,42.72,86.04,1.13,14,98.5,26900000,13.22,64.18,59.19,1.33e+12,60.53,5.2,1.71e+12,55.16,-4.48,40.58,53.4,4.7,1.7,50.28,83.2,48.33,1.01,60.09,1.7068e+10,84536,408.66,NA,3.4,61.12,60.6,-0.519999999999996,1.1799,64.0266666666667,4.1250354095429,19.3126787873558,0.993251773010283,4.1195248607524,2.65464942437509,4,"High","Above Average",71.820513,1559.8278,59.83521,28.36542,"Female_Higher","Adequately_Penetrated",2,"Low_Access_High_Poverty",0.00267388178013368,0.0316744557676021,-0.52383593117659,0.969375512727277,2.42435484402783,1.47489197158376
"Brazil",2017,55.57,3.34,2.06e+12,2.02e+12,99.28,221000000,106.12,67.47,99.8,99.9,-7.66,4.47,-47544978340,43.23,86.31,1.1,14,99.2,28900000,14.12,63.81,52.82,1.56e+12,54.1,4.8,1.73e+12,56.03,3.12,40.09,53.3,5.3,2,50.22,83.18,50.03,1.01,60.64,2.2991e+10,328718,1576.55,NA,3.82,67.34,67.62,0.280000000000001,1.0612,62.57,4.22639569313297,19.2136732640069,1.09861228866811,4.00914971615887,2.71601837075139,4,"High","Above Average",71.599164,1498.4144,66.1206,31.50849,"Low_Gap","Adequately_Penetrated",2,"Low_Access_High_Poverty",0.280036585653394,-0.443079960670653,-0.452486212193707,1.25002545597179,2.41093884038401,1.03977039327619
"Brazil",2018,53.44,4.08,1.92e+12,1.86e+12,99.61,209000000,99.64,70.43,99.7,99.9,-7.79,4.71,-76159270431,43.44,86.57,1.09,14,98.4,31200000,15.15,64.79,51.65,1.44e+12,53.13,4.7,1.75e+12,56.14,0.13,40.52,53.9,5.3,2,49.7,82.9,51.19,1.01,61.81,2.2229e+10,426560,2029.63,NA,2.89,70.02,70.89,0.870000000000005,0.9964,61.74,4.26871794916688,19.1578448147138,1.09861228866811,3.99138856080889,2.78192004966867,4,"High","Above Average",70.176452,1509.546,69.0214,32.46823,"Low_Gap","Under_Penetrated",2,"Low_Access_High_Poverty",0.404429555875341,-0.702255075962978,-0.370830422691074,1.25002545597179,2.49143486224693,0.97412996855483
"Brazil",2019,50.02,3.69,1.87e+12,1.82e+12,100.64,202000000,95.39,73.91,99.8,100,-8.06,4.61,-46354807251,43.76,86.82,1.06,14,98.5,32900000,15.86,62.11,51.86,1.41e+12,53.21,4.2,1.77e+12,57.04,0.52,41.64,53.5,5.4,2.1,49.14,83.15,52.62,1.01,62.99,2.1178e+10,578468,2731.42,NA,3.25,73.47,74.39,0.920000000000002,0.9539,61.72,4.31628739295979,19.123778260316,1.1314021114911,3.99286539327225,2.82494395257371,4,"High","Above Average",70.502749,1512.8854,72.35789,34.36815,"Low_Gap","Under_Penetrated",2,"Low_Access_High_Poverty",0.550675345190333,-0.872238754974148,-0.314543422160133,1.34357543705329,2.43777084767165,0.979543611830818
"Bulgaria",2008,45.63,18.9,54480684188,51846141512,119.73,10400000,135.88,39.67,92.3,95.3,2.6,3.66,-9179244610,46.83,71.62,-0.22,9,84.7,844000,11.19,21.71,32.06,44743626136,32.2,3,46280792982,30.13,12,26.3,33.6,1.3,0.4,25.34,74.73,52.65,0.98,92.16,2.602e+09,NA,NA,103.58,4.44,38.79,40.59,1.8,1.3588,62.2466666666667,3.70549071991913,16.1573164602654,0.336472236621213,3.50254987592244,2.50061594349318,3,"Medium","Below Average",53.903596,1520.4972,39.51132,26.34088,"Low_Gap","Adequately_Penetrated",2,"Low_Access_High_Poverty",-0.88824874278246,0.747205754005209,-0.68476918621576,-0.246774241332266,-0.232013877448534,-0.442214453525649
"Bulgaria",2009,48.19,7.49,52023801230,50357535978,108.25,10500000,136.94,45,92.9,95.7,5.66,3.49,-3535417639,46.7,71.96,-0.17,9,85.6,998000,13.33,21.85,34.63,42878523716,34.72,2.6,45392599068,29.54,-0.04,24.77,33.8,1.3,0.3,25.31,74.97,55.01,0.98,92.58,1.955e+09,NA,NA,100.61,4.91,43.11,46.98,3.87,1.3694,65.09,3.8286413964891,16.1668859103658,0.262364264467491,3.5757107560083,2.66235524184008,3,"Medium","Below Average",61.623,1825.4102,44.865,29.79,"Medium_Gap","Adequately_Penetrated",2,"Low_Access_High_Poverty",-0.664257347078751,0.789601683358583,-0.515115409967571,-0.340324222413769,-0.205181870160894,-0.271684690332013
"Bulgaria",2010,43.96,3.63,50760929303,49698376601,103.18,10200000,134.35,46.23,93.5,96.2,6.06,3.68,-1253650000,46.62,72.3,-0.19,9,86.6,1120000,15.12,27.2,43.68,41565271359,43.69,2.5,46611054521,31.16,1.91,24.33,35.7,2,0.7,25.06,74.52,58.35,0.97,93.22,9.75e+08,461,62.33,99.79,4.71,45.38,47.11,1.73,1.3435,65.2333333333333,3.85502928390803,16.1378983762937,0.53062825106217,3.79974976294536,2.78006073707848,3,"Medium","Below Average",62.110005,2031.372,45.90639,29.72589,"Low_Gap","Adequately_Penetrated",2,"Low_Access_High_Poverty",-0.61256702499328,0.686011629561188,-0.373208746657171,0.0338757019122439,0.0497221990716864,0.335320061988192
"Bulgaria",2011,42.7,3.64,57737040780,55929518184,99.84,10500000,138.87,47.98,94.1,96.6,8.35,3.63,-1611440000,46.81,72.64,-0.18,11,87.5,1260000,17.03,25.74,39.31,47089280810,39.31,2.3,47059369210,29.45,4.53,22.08,34.3,2.5,1,24.5,73.07,59.82,0.97,93.74,1.063e+09,745,101.38,99.97,6.3,46.98,49.01,2.03,1.3887,67.96,3.89141205152402,16.1668859103658,0.693147180559945,3.69659957712907,2.89203703721523,4,"Medium","Below Average",66.629826,2364.9561,47.5002,31.52286,"Low_Gap","Adequately_Penetrated",2,"Low_Access_High_Poverty",-0.539023883814764,0.866794271709538,-0.221788787482385,0.314525645156754,-0.138101851941794,0.0389230926278248
"Bulgaria",2012,43.33,3.29,54288135059,53568146883,103.28,10800000,143.97,51.9,94.7,97.1,8.45,3.56,-1378130000,46.91,72.98,-0.12,11,88.4,1330000,18.2,30.62,40.56,45615948091,40.57,1.9,48305361387,30.43,2.89,21.88,36,2.3,0.8,24.32,73.39,62.16,0.97,94.3,1.096e+09,1839,251.71,99.53,7.88,50.81,53.02,2.21,1.4397,71.3566666666667,3.96840333886425,16.195056784687,0.587786664902119,3.72737875326455,2.95491027903374,4,"High","Below Average",74.72043,2620.254,51.4848,33.216,"Low_Gap","Adequately_Penetrated",3,"Medium_Balance",-0.374287247574888,1.07077468652294,-0.129034152804638,0.127425682993747,0.089970210003146,0.124187974224643
"Bulgaria",2013,42.78,3.56,55852123990,54615902085,100.56,10500000,141.12,53.06,95.3,97.5,10.42,3.92,-1637500000,46.88,73.31,-0.1,11,89.4,1420000,19.57,26.76,36.72,46656644414,36.72,1.8,47620528199,29.64,-0.89,21.24,36.6,1.8,0.7,25.01,73.28,68.2,0.97,94.33,1.342e+09,2343,322.5,100.8,2.68,51.78,54.38,2.6,1.4112,71.25,3.9900945408483,16.1668859103658,0.53062825106217,3.63019045776526,3.02383370366487,3,"High","Below Average",74.878272,2761.7184,52.68858,33.64004,"Low_Gap","Adequately_Penetrated",3,"Medium_Balance",-0.325538651136557,0.95678563118604,-0.0204240250195822,0.0338757019122439,0.170466231866066,-0.136343608432302
"Bulgaria",2014,42,1.91,57157782910,56667245619,101.08,9490000,128.69,55.49,95.9,97.8,8.7,3.81,-211260000,46.72,73.65,-0.11,11,90.7,1480000,20.5,28.18,36.6,47989312804,36.6,1.5,48724419360,27.21,2.82,20.74,37.4,1.7,0.5,26.21,73.92,72.98,0.97,94.25,1.459e+09,4589,635.25,98.98,1.95,54.18,56.84,2.66,1.2869,68.2266666666667,4.03406363133717,16.0657492759602,0.405465108108164,3.62700405039585,3.06805293513362,3,"High","Below Average",71.410081,2638.145,55.21255,34.73674,"Low_Gap","Adequately_Penetrated",2,"Low_Access_High_Poverty",-0.223418746528675,0.459633365278077,0.0533040179293969,-0.153224260250763,0.277794261016626,-0.144464073346284
"Bulgaria",2015,39.2,4.37,50811995689,49246152144,99.12,9190000,125.79,56.66,96.6,98.1,8.04,3.57,-2098190000,46.72,73.99,-0.18,11,92.3,1610000,22.49,31.49,36.07,41775029209,36.07,1.4,49246152144,25.96,2.83,20.34,38.6,3.4,1.4,26.55,73.38,78.3,0.98,94.82,1.346e+09,4880,679.86,99.58,1.51,55.88,57.45,1.57,1.2579,68.3133333333333,4.05456369221026,16.0336266031458,0.8754687373539,3.61280801716264,3.15657479867082,4,"High","Below Average",71.272614,2829.0171,55.86676,34.78924,"Low_Gap","Adequately_Penetrated",2,"Low_Access_High_Poverty",-0.174249903569325,0.343644501952808,0.211066174347105,0.688725569482767,0.438786304742466,-0.180329460049708
"Bulgaria",2016,37.92,2.76,53964253212,52309213877,95.09,8970000,123.85,59.83,97.3,98.4,9.84,3.56,-661410000,46.48,74.33,-0.24,11,94.2,1700000,23.82,29.42,31.91,44463745215,31.91,1.3,50713213766,23.89,6,19.77,40.6,2,0.7,25.16,74.63,80.64,0.98,95.14,1.636e+09,28821,4043.45,98.14,1.83,59.13,60.54,1.41,1.2385,69.1666666666667,4.10808308833261,16.0093963455177,0.53062825106217,3.49377656295525,3.21164977977646,3,"High","Below Average",74.099455,2950.107,59.41119,35.53902,"Low_Gap","Adequately_Penetrated",2,"Low_Access_High_Poverty",-0.0410317564059558,0.26605195200418,0.316505203510699,0.0338757019122439,0.707106377618866,-0.461838910401107
"Bulgaria",2017,38.4,3.38,59309748166,58007241957,95.71,8530000,118.8,63.41,98.1,98.8,11.25,3.64,-1511540000,46.52,74.67,-0.27,11,96,1800000,25.39,27.76,25.02,49326111760,25.03,1.2,52580862037,26.3,4.67,22.9,40.4,1.4,0.5,27.18,74.3,81.22,0.98,95.39,2.047e+09,228612,32308.33,98.94,3.23,62.07,64.79,2.72000000000001,1.188,69.2,4.1652689005588,15.9591000367011,0.405465108108164,3.25924971900647,3.27298515051523,3,"High","Above Average",75.33108,3016.332,63.09295,37.79236,"Low_Gap","Adequately_Penetrated",2,"Low_Access_High_Poverty",0.109416498119237,0.0640713451791428,0.440970824403061,-0.153224260250763,0.680274370331226,-0.927412232136114
"Bulgaria",2018,39.21,2.73,66370132238,64219204758,97.48,8390000,117.84,64.78,98.7,99.1,9.61,3.72,-885510000,46.25,75.01,-0.27,11,97.4,1900000,27.1,30.39,27.05,54463867713,27.07,1.1,53394917603,23.69,2.82,20.69,41.3,0.9,0.3,27.23,74.08,83.13,0.98,95.4,2.247e+09,268524,38223.86,97.04,2.48,63.41,66.19,2.78,1.1784,69.9066666666667,4.18631584076091,15.9425511976329,0.262364264467491,3.33470139037379,3.3357695763397,3,"High","Above Average",76.336752,3193.464,64.58566,38.02586,"Low_Gap","Adequately_Penetrated",3,"Medium_Balance",0.16699027149899,0.0256750318025023,0.576535290470539,-0.340324222413769,0.801018403125606,-0.789364328598408
"Bulgaria",2019,39.25,3.22,68881010246,66934503463,96.8,8130000,115.34,67.95,99.2,99.4,10.3,3.55,-1392120000,46.18,75.35,-0.25,11,98.4,2010000,28.88,35.33,30.13,56961503393,30.18,1,55769818158,23.91,7.16,21.79,40.3,0.9,0.3,29.84,76.49,84.75,0.99,95.56,2.196e+09,280691,40238.05,97.13,2.88,66.7,69.23,2.53,1.1534,70.7233333333333,4.23338160423931,15.9110716045252,0.262364264467491,3.43977686362963,3.39718936026462,3,"High","Above Average",78.37353,3331.0192,67.74615,40.56615,"Low_Gap","Adequately_Penetrated",3,"Medium_Balance",0.300208418662359,-0.0743153676158329,0.717649179125574,-0.340324222413769,0.666858366687406,-0.578908946244357
"Canada",2008,14.61,4.52,1.55e+12,1.53e+12,98.25,22100000,66.51,76.7,100,100,8.89,5.12,18568974469,47.03,80.58,1.31,10,100,9840000,29.42,53.63,36.35,1.26e+12,37.05,0.4,1.43e+12,68.27,0.22,60.5,33.9,0.2,0.1,51.97,77.66,64.3,0.99,NA,3.3843e+10,NA,NA,NA,NA,NA,NA,NA,0.6651,57.5433333333333,4.3528552573736,16.9110882117368,0.0953101798043249,3.6389010843077,3.41510028683115,2,"Very High","Above Average",51.01317,1956.7242,76.6233,50.6987,"Unknown","Under_Penetrated",2,"Medium_Balance",0.667924124554939,-2.02732784905476,0.760459010515304,-0.527424184576776,-0.191765866517074,-0.114012329918849
