"Access_Electricity","Access.to.electricity..rural....of.rural.population.","Access.to.electricity..urban....of.urban.population.","Internet_Usage","Secure.Internet.servers","Secure.Internet.servers..per.1.million.people.","Poverty_Rate","Poverty.gap.at..2.15.a.day..2017.PPP.....","Individuals.using.the.Internet..female....of.female.population.","Individuals.using.the.Internet..male....of.male.population.","Mobile.cellular.subscriptions","Mobile.cellular.subscriptions..per.100.people.","Poverty_Quartile","Log_Poverty_Rate","Log_Gini_Index","Scaled_Access_Electricity","Scaled_Gini_Index","Scaled_Poverty_Rate","Access_Electricity_x_Poverty","Poverty_Category","Gini_Quartile","Log_Internet_Usage","Log_Access_Electricity"
30,10.9,55.7,2.24,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,5030000,54.87,2,1.90905665524534,3.6168412344903,-1.91036700846554,1.558227305166e-13,-1.75741141726725e-14,172.401639344262,"Low",2,1.17557332980424,3.43398720448515
34.2,10.6,65.4,3.13,1,0.11,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,7070000,74.9,2,1.90905665524534,3.6168412344903,-1.75748093113224,1.558227305166e-13,-1.75741141726725e-14,196.537868852459,"Low",2,1.41827740697294,3.56104608260405
36.9,13.6,67,4.15,3,0.31,54.3,19.8,63.99525,67.5129845422117,7770000,79.84,4,4.01277290852829,3.79323946943818,-1.65919702427512,1.55903179042401,6.40472562872226,2003.67,"High",4,1.63899671467564,3.63495111208838
38.4,14.6,68.6,4.5,9,0.9,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,8410000,83.96,2,1.90905665524534,3.6168412344903,-1.60459485379894,1.558227305166e-13,-1.75741141726725e-14,220.674098360656,"Low",2,1.70474809223843,3.67376581630389
34.7,13.4,61,4.9,10,0.97,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,9630000,93.39,2,1.90905665524534,3.6168412344903,-1.73928020764018,1.558227305166e-13,-1.75741141726725e-14,199.411229508197,"Low",2,1.77495235091167,3.57515068878559
34.1,16.2,55.8,6,11,1.04,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,8660000,81.59,2,1.90905665524534,3.6168412344903,-1.76112107583065,1.558227305166e-13,-1.75741141726725e-14,195.963196721311,"Low",2,1.94591014905531,3.55820113047182
29.6,11.1,51.7,11.26,24,2.2,50.7,22.9,63.99525,67.5129845422117,9320000,85.23,4,3.94545778151438,3.88362353090645,-1.92492758725919,2.4709765313212,5.92984498448577,1500.72,"High",4,2.50634193050807,3.42100000895834
37,15.2,62.5,14.5,27,2.4,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,8890000,78.97,2,1.90905665524534,3.6168412344903,-1.65555687957671,1.558227305166e-13,-1.75741141726725e-14,212.62868852459,"Low",2,2.7408400239252,3.63758615972639
34.5,17.2,54.2,18.7,47,4.05,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,8770000,75.65,2,1.90905665524534,3.6168412344903,-1.746560497037,1.558227305166e-13,-1.75741141726725e-14,198.261885245902,"Low",2,2.98061863574394,3.56953269648137
39,16.3,64.3,19,84,7.03,20.1,4.8,63.99525,67.5129845422117,9460000,79.24,4,3.04927304048202,3.6609942506244,-1.58275398560847,0.364818439249113,1.89335950847564,783.9,"Medium",4,2.99573227355399,3.68887945411394
40,16.9,65.2,20.5,117,9.52,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,10300000,84.21,2,1.90905665524534,3.6168412344903,-1.54635253862435,1.558227305166e-13,-1.75741141726725e-14,229.868852459016,"Low",2,3.06805293513362,3.71357206670431
100,100,100,82.3,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,79000,124.89,2,1.90905665524534,3.6168412344903,0.63773428042282,1.558227305166e-13,-1.75741141726725e-14,574.672131147541,"Low",2,4.4224485491728,4.61512051684126
100,100,100,83.25,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,85000,134.17,2,1.90905665524534,3.6168412344903,0.63773428042282,1.558227305166e-13,-1.75741141726725e-14,574.672131147541,"Low",2,4.43378856923247,4.61512051684126
100,100,100,84.21,232,3562.43,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,88200,139.01,2,1.90905665524534,3.6168412344903,0.63773428042282,1.558227305166e-13,-1.75741141726725e-14,574.672131147541,"Low",2,4.44511879783986,4.61512051684126
100,100,100,88.34,357,5529.4,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,43065367.1419355,98.302625,2,1.90905665524534,3.6168412344903,0.63773428042282,1.558227305166e-13,-1.75741141726725e-14,574.672131147541,"Low",2,4.49244931592397,4.61512051684126
100,100,100,91.3,433,6682.31,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,91000,143.17,2,1.90905665524534,3.6168412344903,0.63773428042282,1.558227305166e-13,-1.75741141726725e-14,574.672131147541,"Low",2,4.52504414150881,4.61512051684126
100,100,100,95.3,474,7292.2,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,94300,148.49,2,1.90905665524534,3.6168412344903,0.63773428042282,1.558227305166e-13,-1.75741141726725e-14,574.672131147541,"Low",2,4.56746831880408,4.61512051684126
100,100,100,96.8,506,7768.12,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,59491,93.9,2,1.90905665524534,3.6168412344903,0.63773428042282,1.558227305166e-13,-1.75741141726725e-14,574.672131147541,"Low",2,4.58292457704077,4.61512051684126
100,100,100,98.32,528,8093.57,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,38000,60.18,2,1.90905665524534,3.6168412344903,0.63773428042282,1.558227305166e-13,-1.75741141726725e-14,574.672131147541,"Low",2,4.59834696063997,4.61512051684126
100,100,100,98,525,8132.73,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,63891,101.3,2,1.90905665524534,3.6168412344903,0.63773428042282,1.558227305166e-13,-1.75741141726725e-14,574.672131147541,"Low",2,4.59511985013459,4.61512051684126
100,100,100,98.37,503,7875,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,64997,102.72,2,1.90905665524534,3.6168412344903,0.63773428042282,1.558227305166e-13,-1.75741141726725e-14,574.672131147541,"Low",2,4.59885025724327,4.61512051684126
100,100,100,43.7411033057851,521,8151.07,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,43065367.1419355,98.302625,2,1.90905665524534,3.6168412344903,0.63773428042282,1.558227305166e-13,-1.75741141726725e-14,574.672131147541,"Low",2,3.8008926161465,4.61512051684126
100,100,100,43.7411033057851,492,7698.21,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,67000,105,2,1.90905665524534,3.6168412344903,0.63773428042282,1.558227305166e-13,-1.75741141726725e-14,574.672131147541,"Low",2,3.8008926161465,4.61512051684126
67.6,52.3,98.2,6.55,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,253429,36.74,2,1.90905665524534,3.6168412344903,-0.541672601862651,1.558227305166e-13,-1.75741141726725e-14,388.478360655738,"Low",2,2.02154756326093,4.22829253473184
71.5,57.7,98.4,7.17,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,338938,48.58,2,1.90905665524534,3.6168412344903,-0.399706958624585,1.558227305166e-13,-1.75741141726725e-14,410.890573770492,"Low",2,2.10046890887191,4.28358656186063
73.3,59.4,99.3,13.6,1,1.42,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,394316,55.89,2,1.90905665524534,3.6168412344903,-0.33418435405317,1.558227305166e-13,-1.75741141726725e-14,421.234672131148,"Low",2,2.68102152871429,4.30811095172371
81.8,72.1,99.4,14.4,2,2.8,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,484189,67.88,2,1.90905665524534,3.6168412344903,-0.0247720546881542,1.558227305166e-13,-1.75741141726725e-14,470.081803278689,"Low",2,2.73436750941958,4.41642806139121
91.5,86.9,99.6,15.6,8,11.09,1.7,0.3,63.99525,67.5129845422117,560890,77.78,1,0.993251773010283,3.68386691229039,0.328321981057805,0.560235169441368,-0.533808228733062,155.55,"Low",4,2.8094026953625,4.52720864451838
87.4,80.3,99.5,22.4,7,9.6,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,544337,74.68,2,1.90905665524534,3.6168412344903,0.179076048422915,1.558227305166e-13,-1.75741141726725e-14,502.263442622951,"Low",2,3.15273602236366,4.4818719696436
91.4,86.4,99.5,30.3,13,17.65,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,624536,84.81,2,1.90905665524534,3.6168412344903,0.324681836359393,1.558227305166e-13,-1.75741141726725e-14,525.250327868853,"Low",2,3.44361809754611,4.52612697864764
95.4,92.6,99.7,39.8,14,18.84,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,675747,90.91,2,1.90905665524534,3.6168412344903,0.470287624295871,1.558227305166e-13,-1.75741141726725e-14,548.237213114754,"Low",2,3.70868208141012,4.5685062016165
99.3,99,99.9,46.5,27,36.01,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,698373,93.15,2,1.90905665524534,3.6168412344903,0.612253267533936,1.558227305166e-13,-1.75741141726725e-14,570.649426229508,"Low",2,3.8607297110406,4.60816569496789
97.7,96.8,99.1,54.3,88,116.38,0.9,0.2,63.99525,67.5129845422117,730623,96.63,1,0.641853886172395,3.64805745959368,0.554010952359345,0.256253589142304,-0.639337260785614,87.93,"Low",4,4.01277290852829,4.59208494643944
100,99.9,100,63.5,134,175.83,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,703554,92.32,2,1.90905665524534,3.6168412344903,0.63773428042282,1.558227305166e-13,-1.75741141726725e-14,574.672131147541,"Low",2,4.16666522380173,4.61512051684126
100,100,100,74.18,365,475.6,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,729239,95.02,2,1.90905665524534,3.6168412344903,0.63773428042282,1.558227305166e-13,-1.75741141726725e-14,574.672131147541,"Low",2,4.31988523813603,4.61512051684126
84.7,57,99.2,12.5,82041.0339782916,3567.78490926012,8.3,3.8,63.99525,67.5129845422117,5040000,50.99,4,2.23001440015921,3.94739014926544,0.0807921415657925,3.16579157200478,0.336806285700496,703.01,"Low",4,2.60268968544438,4.45085282560373
86.8,63.3,98.9,16.8,82041.0339782916,3567.78490926012,8.8,3.8,25.97,33.18,6460000,64.31,4,2.28238238567653,3.91601502669768,0.157235180232443,2.81838405166299,0.402761930733341,763.84,"Low",4,2.87919845729804,4.47506150064107
88,66.4,98.8,22.4,58,5.67,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,7180000,70.23,2,1.90905665524534,3.6168412344903,0.200916916613387,1.558227305166e-13,-1.75741141726725e-14,505.711475409836,"Low",2,3.15273602236366,4.48863636973214
88.3,66.6,99.1,30,83,7.98,5.3,2.2,63.99525,67.5129845422117,8350000,80.35,2,1.84054963339749,3.85227300102237,0.211837350708622,2.14528198100078,-0.0589275844965761,467.99,"Low",4,3.43398720448515,4.49200148788245
90.4,72.2,99.2,35.34,109,10.31,6.5,3,63.99525,67.5129845422117,9490000,89.82,4,2.01490302054226,3.86283276123737,0.288280389375274,2.25384683110758,0.0993659635822526,587.6,"Low",4,3.59291906296803,4.5152454784601
89.5,68.5,99.5,36.99,150,13.96,5.2,2.3,34.22,39.95,10400000,97.04,2,1.82454929205105,3.88362353090645,0.255519087089566,2.4709765313212,-0.0721187135031451,465.4,"Low",4,3.63732296719953,4.50534985070588
90,70.3,99.3,34.6,198,18.14,4.3,1.9,32.18,37.11,10500000,95.73,2,1.66770682055808,3.8877303128591,0.273719810581626,2.51440247136392,-0.190838874562267,387,"Low",4,3.57234563785798,4.51085950651685
91.5,74.3,99.5,37.49,290,26.15,4.6,2.1,34.47,40.59,10200000,91.64,2,1.7227665977411,3.8649313978943,0.328321981057805,2.27555980112895,-0.151265487542559,420.9,"Low",4,3.65039846729565,4.52720864451838
91.8,74.9,99.5,39.7,418,37.11,5.6,2.5,63.99525,67.5129845422117,10100000,89.73,2,1.88706964903238,3.83297979808769,0.33924241515304,1.94986525080852,-0.0193541974768689,514.08,"Low",4,3.70622809244855,4.53044663979215
91.8,74.8,99.4,43.83,1226,107.21,4.9,2.1,63.99525,67.5129845422117,1.1e+07,95.87,2,1.77495235091167,3.81990771652034,0.33924241515304,1.81958743068035,-0.111692100522852,449.82,"Low",4,3.80287755816735,4.53044663979215
92.8,77.6,99.5,44.29,1478,127.34,3.3,1.3,41.67,47.01,11400000,98.61,2,1.45861502269952,3.77505715035499,0.37564386213716,1.38532803025311,-0.322750164627957,306.24,"Low",4,3.81308625756812,4.54116485601218
95.1,84.9,99.5,47.47,1987,168.71,1.9,0.6,44.43,50.66,11700000,99.25,1,1.06471073699243,3.75185425327532,0.459367190200635,1.1681983300395,-0.507425970719924,180.69,"Low",4,3.88094504985728,4.56538931597625
99.3,99,99.7,34.66,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,3180000,80.62,2,1.90905665524534,3.6168412344903,0.612253267533936,1.558227305166e-13,-1.75741141726725e-14,570.649426229508,"Low",2,3.57402961243499,4.60816569496789
99.4,99,99.8,37.74,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,3260000,84,2,1.90905665524534,3.6168412344903,0.615893412232349,1.558227305166e-13,-1.75741141726725e-14,571.224098360656,"Low",2,3.65687265797885,4.60916220725763
99.5,99.1,99.9,42.75,44,11.55,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,3110000,81.61,2,1.90905665524534,3.6168412344903,0.61953355693076,1.558227305166e-13,-1.75741141726725e-14,571.798770491803,"Low",2,3.77849161280362,4.61015772749913
99.7,99.7,99.8,43.89,66,17.63,0.1,0,63.99525,67.5129845422117,3170000,84.72,1,0.0953101798043249,3.52636052461616,0.626813846327584,-0.699117091797611,-0.744866292838167,9.97,"Low",1,3.80421505279384,4.61214579972452
99.7,99.5,100,45.06,122,33.2,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,3360000,91.38,2,1.90905665524534,3.6168412344903,0.626813846327584,1.558227305166e-13,-1.75741141726725e-14,572.948114754098,"Low",2,3.82994489439254,4.61214579972452
99.5,99.1,100,48.52,147,40.64,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,3490000,96.43,2,1.90905665524534,3.6168412344903,0.61953355693076,1.558227305166e-13,-1.75741141726725e-14,571.798770491803,"Low",2,3.90237662837634,4.61015772749913
99.9,99.9,100,49.92,215,60.21,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,3490000,97.76,2,1.90905665524534,3.6168412344903,0.634094135724408,1.558227305166e-13,-1.75741141726725e-14,574.097459016393,"Low",2,3.93025577368921,4.61412992735956
99.7,99.4,100,52.6,282,80.02,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,3440000,97.71,2,1.90905665524534,3.6168412344903,0.626813846327584,1.558227305166e-13,-1.75741141726725e-14,572.948114754098,"Low",2,3.98154906807676,4.61214579972452
100,100,100,60.26,638,183.28,5.74672131147541,1.96690573770492,57.31,63.59,3400000,97.79,2,1.90905665524534,3.6168412344903,0.63773428042282,1.558227305166e-13,-1.75741141726725e-14,574.672131147541,"Low",2,4.11512710140463,4.61512051684126
100,100,100,64.89,5024,1460.45,5.74672131147541,1.96690573770492,62.49,67.58,3440000,100,2,1.90905665524534,3.6168412344903,0.63773428042282,1.558227305166e-13,-1.75741141726725e-14,574.672131147541,"Low",2,4.18798668492573,4.61512051684126
100,100,100,70.12,6431,1891.4,5.74672131147541,1.96690573770492,68.34,72.4,3460000,101.79,2,1.90905665524534,3.6168412344903,0.63773428042282,1.558227305166e-13,-1.75741141726725e-14,574.672131147541,"Low",2,4.26436859120565,4.61512051684126
100,100,100,69.95,8768,2608.97,5.74672131147541,1.96690573770492,67.45,72.82,3760000,111.75,2,1.90905665524534,3.6168412344903,0.63773428042282,1.558227305166e-13,-1.75741141726725e-14,574.672131147541,"Low",2,4.26197540360605,4.61512051684126
44.5,21.6,60.1,6.25,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,1490000,74.02,2,1.90905665524534,3.6168412344903,-1.38254602719581,1.558227305166e-13,-1.75741141726725e-14,255.729098360656,"Low",2,1.98100146886658,3.8177123259569
43.4,16.2,60.8,6.15,82041.0339782916,3567.78490926012,17.7,5.5,63.99525,67.5129845422117,1870000,91.46,4,2.92852352386054,4.11903717481247,-1.42258761887834,5.27194966407686,1.57677241231799,768.18,"Medium",4,1.96711235670592,3.79323946943818
52,25.2,68.2,6,9,4.3,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,2360000,112.99,2,1.90905665524534,3.6168412344903,-1.10953517481491,1.558227305166e-13,-1.75741141726725e-14,298.829508196721,"Low",2,1.94591014905531,3.97029191355212
53.2,25.2,69.1,9,12,5.62,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,2900000,135.91,2,1.90905665524534,3.6168412344903,-1.06585343843397,1.558227305166e-13,-1.75741141726725e-14,305.725573770492,"Low",2,2.30258509299405,3.9926809084456
56,25.3,72.6,16,20,9.19,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,3080000,141.66,2,1.90905665524534,3.6168412344903,-0.963929386878436,1.558227305166e-13,-1.75741141726725e-14,321.816393442623,"Low",2,2.83321334405622,4.04305126783455
58,25.9,74.8,30,22,9.92,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,3250000,146.43,2,1.90905665524534,3.6168412344903,-0.891126492910197,1.558227305166e-13,-1.75741141726725e-14,333.309836065574,"Low",2,3.43398720448515,4.07753744390572
60,26.8,76.8,36.74,40,17.7,5.74672131147541,1.96690573770492,33.75,40.51,3410000,150.88,2,1.90905665524534,3.6168412344903,-0.818323598941958,1.558227305166e-13,-1.75741141726725e-14,344.803278688525,"Low",2,3.6307205399404,4.11087386417331
62.1,26.5,79.6,37.31,75,32.54,15.4,4.1,63.99525,67.5129845422117,3480000,150.76,4,2.79728133483015,3.99452422693989,-0.741880560275307,3.70861582253882,1.2733764451669,956.34,"Medium",4,3.64571095871256,4.14472076954717
64.2,28.8,80.9,39.36,110,46.76,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,3290000,139.81,2,1.90905665524534,3.6168412344903,-0.665437521608657,1.558227305166e-13,-1.75741141726725e-14,368.939508196721,"Low",2,3.69783919548541,4.17745946893261
67.4,31,84,41.41,151,62.87,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,3240000,134.92,2,1.90905665524534,3.6168412344903,-0.548952891259474,1.558227305166e-13,-1.75741141726725e-14,387.329016393443,"Low",2,3.7473841834865,4.2253728246285
68.3,29.1,85.5,58,301,122.79,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,3380000,137.93,2,1.90905665524534,3.6168412344903,-0.516191588973767,1.558227305166e-13,-1.75741141726725e-14,392.50106557377,"Low",2,4.07753744390572,4.23844490619586
70.1,27.9,88,64.83,486,194.42,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,3750000,149.89,2,1.90905665524534,3.6168412344903,-0.450668984402352,1.558227305166e-13,-1.75741141726725e-14,402.845163934426,"Low",2,4.18707566147979,4.2640873368092
98.5,91.9,99.8,33.83,82041.0339782916,3567.78490926012,6.5,2.5,63.99525,67.5129845422117,1.51e+08,78.19,4,2.01490302054226,4.00733318523247,0.583132109946641,3.86060661268835,0.0993659635822526,640.25,"Low",4,3.55047908437791,4.60015764416455
98.9,93.6,99.9,39.22,82041.0339782916,3567.78490926012,6.1,2.4,37.95,40.59,1.69e+08,87.08,4,1.96009478404727,4.00186370942794,0.597692688740289,3.79546770262427,0.0466014475559763,603.29,"Low",4,3.69436438434451,4.60416968565451
98.6,92.1,99.8,40.65,5529,28.16,5.74672131147541,1.96690573770492,40.25,41.09,1.97e+08,100.29,2,1.90905665524534,3.6168412344903,0.586772254645053,1.558227305166e-13,-1.75741141726725e-14,566.626721311475,"Low",2,3.72930136861285,4.60116216459055
99.3,96.2,99.9,45.69,8709,43.94,5.3,2.2,63.99525,67.5129845422117,2.34e+08,118.25,2,1.84054963339749,3.98713047791495,0.612253267533936,3.62176394245337,-0.0589275844965761,526.29,"Low",4,3.84353000898285,4.60816569496789
99.5,97.2,99.9,48.56,14059,70.3,4.5,1.7,63.99525,67.5129845422117,2.48e+08,124.18,2,1.70474809223843,3.9963641538619,0.61953355693076,3.73032879256018,-0.164456616549128,447.75,"Low",4,3.90318405676094,4.61015772749913
99.6,97.5,99.9,51.04,17456,86.54,3.7,1.3,52.82,49.14,2.71e+08,134.39,2,1.54756250871601,3.98341300151482,0.623173701629172,3.57833800241065,-0.269985648601681,368.52,"Low",4,3.9520126536443,4.61115225766564
99.7,97.9,99.9,54.55,22778,111.95,3.3,1.1,54.18,54.95,2.81e+08,137.98,2,1.45861502269952,3.97029191355212,0.626813846327584,3.42634721226112,-0.322750164627957,329.01,"Low",4,4.01728351608564,4.61214579972452
99.7,98.2,100,58.33,32503,158.41,3.9,1.3,57.56,59.16,2.58e+08,125.65,2,1.58923520511658,3.96840333886425,0.626813846327584,3.40463424223975,-0.243603390588543,388.83,"Low",4,4.08311508027055,4.61214579972452
99.7,98.5,99.9,60.87,84536,408.66,4.7,1.7,61.12,60.6,2.44e+08,117.99,2,1.7404661748405,3.9963641538619,0.626813846327584,3.73032879256018,-0.13807435853599,468.59,"Low",4,4.1250354095429,4.61214579972452
99.8,99.2,99.9,67.47,328718,1576.55,5.3,2,67.34,67.62,2.21e+08,106.12,2,1.84054963339749,3.99452422693989,0.630453991025996,3.70861582253882,-0.0589275844965761,528.94,"Low",4,4.22639569313297,4.61313835563727
99.7,98.4,99.9,70.43,426560,2029.63,5.3,2,70.02,70.89,2.09e+08,99.64,2,1.84054963339749,4.00551334851548,0.626813846327584,3.83889364266699,-0.0589275844965761,528.41,"Low",4,4.26871794916688,4.61214579972452
99.8,98.5,100,73.91,578468,2731.42,5.4,2.1,73.47,74.39,2.02e+08,95.39,2,1.85629799036563,3.9982007016692,0.630453991025996,3.75204176258154,-0.0457364554900069,538.92,"Low",4,4.31628739295979,4.61313835563727
98.1,97.7,98.6,43.7411033057851,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,23000,88.07,2,1.90905665524534,3.6168412344903,0.568571531152993,1.558227305166e-13,-1.75741141726725e-14,563.753360655738,"Low",2,3.8008926161465,4.59612944133594
98.3,97.9,98.7,36,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,47031,173.91,2,1.90905665524534,3.6168412344903,0.575851820549817,1.558227305166e-13,-1.75741141726725e-14,564.902704918033,"Low",2,3.61091791264422,4.59814557105113
98.3,97.5,99.3,37,17,616.93,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,47524,172.46,2,1.90905665524534,3.6168412344903,0.575851820549817,1.558227305166e-13,-1.75741141726725e-14,564.902704918033,"Low",2,3.63758615972639,4.59814557105113
98.7,98,99.5,37.4,22,786.78,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,46597,166.64,2,1.90905665524534,3.6168412344903,0.590412399343465,1.558227305166e-13,-1.75741141726725e-14,567.201393442623,"Low",2,3.64805745959368,4.60216567696779
98.9,98.2,99.7,37.6,76,2674.08,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,48703,171.36,2,1.90905665524534,3.6168412344903,0.597692688740289,1.558227305166e-13,-1.75741141726725e-14,568.350737704918,"Low",2,3.65325227647079,4.60416968565451
99.1,98.4,99.8,43.7411033057851,260,9072.83,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,53406,186.36,2,1.90905665524534,3.6168412344903,0.604972978137112,1.558227305166e-13,-1.75741141726725e-14,569.500081967213,"Low",2,3.8008926161465,4.60616968632117
99.2,98.7,99.9,43.7411033057851,442,15256.64,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,54764,189.03,2,1.90905665524534,3.6168412344903,0.608613122835525,1.558227305166e-13,-1.75741141726725e-14,570.074754098361,"Low",2,3.8008926161465,4.60716818865076
100,100,100,43.7411033057851,1111,37832.87,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,57195,194.77,2,1.90905665524534,3.6168412344903,0.63773428042282,1.558227305166e-13,-1.75741141726725e-14,574.672131147541,"Low",2,3.8008926161465,4.61512051684126
100,100,100,77.7,634,21318.81,5.74672131147541,1.96690573770492,78.6,76.8,39689,133.46,2,1.90905665524534,3.6168412344903,0.63773428042282,1.558227305166e-13,-1.75741141726725e-14,574.672131147541,"Low",2,4.36564315542336,4.61512051684126
100,100,100,77.7,10516,349833.67,5.74672131147541,1.96690573770492,78.6,76.8,44043,146.52,2,1.90905665524534,3.6168412344903,0.63773428042282,1.558227305166e-13,-1.75741141726725e-14,574.672131147541,"Low",2,4.36564315542336,4.61512051684126
100,100,100,43.7411033057851,9856,324905.23,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,39954,131.71,2,1.90905665524534,3.6168412344903,0.63773428042282,1.558227305166e-13,-1.75741141726725e-14,574.672131147541,"Low",2,3.8008926161465,4.61512051684126
100,100,100,43.7411033057851,4118,134531.2,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,39534,129.15,2,1.90905665524534,3.6168412344903,0.63773428042282,1.558227305166e-13,-1.75741141726725e-14,574.672131147541,"Low",2,3.8008926161465,4.61512051684126
100,100,100,46,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,398857,103.72,2,1.90905665524534,3.6168412344903,0.63773428042282,1.558227305166e-13,-1.75741141726725e-14,574.672131147541,"Low",2,3.85014760171006,4.61512051684126
100,100,100,49,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,412882,105.78,2,1.90905665524534,3.6168412344903,0.63773428042282,1.558227305166e-13,-1.75741141726725e-14,574.672131147541,"Low",2,3.91202300542815,4.61512051684126
100,100,100,53,16,40.4,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,435104,109.86,2,1.90905665524534,3.6168412344903,0.63773428042282,1.558227305166e-13,-1.75741141726725e-14,574.672131147541,"Low",2,3.98898404656427,4.61512051684126
100,100,100,56,23,57.28,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,443161,110.37,2,1.90905665524534,3.6168412344903,0.63773428042282,1.558227305166e-13,-1.75741141726725e-14,574.672131147541,"Low",2,4.04305126783455,4.61512051684126
100,100,100,60.27,49,120.5,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,469740,115.52,2,1.90905665524534,3.6168412344903,0.63773428042282,1.558227305166e-13,-1.75741141726725e-14,574.672131147541,"Low",2,4.11529032673756,4.61512051684126
100,100,100,64.5,61,148.17,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,468814,113.87,2,1.90905665524534,3.6168412344903,0.63773428042282,1.558227305166e-13,-1.75741141726725e-14,574.672131147541,"Low",2,4.18205014264121,4.61512051684126
100,100,100,68.77,99,237.61,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,452054,108.5,2,1.90905665524534,3.6168412344903,0.63773428042282,1.558227305166e-13,-1.75741141726725e-14,574.672131147541,"Low",2,4.24520411795115,4.61512051684126
100,100,100,71.2,238,564.73,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,463384,109.95,2,1.90905665524534,3.6168412344903,0.63773428042282,1.558227305166e-13,-1.75741141726725e-14,574.672131147541,"Low",2,4.27944004589878,4.61512051684126
100,100,100,90,257,603.29,5.74672131147541,1.96690573770492,90,90,523453,122.88,2,1.90905665524534,3.6168412344903,0.63773428042282,1.558227305166e-13,-1.75741141726725e-14,574.672131147541,"Low",2,4.51085950651685,4.61512051684126
100,100,100,94.87,688,1598.97,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,544732,126.6,2,1.90905665524534,3.6168412344903,0.63773428042282,1.558227305166e-13,-1.75741141726725e-14,574.672131147541,"Low",2,4.56299310708891,4.61512051684126
