"Access_Electricity","Access.to.electricity..rural....of.rural.population.","Access.to.electricity..urban....of.urban.population.","Communications_Imports","Computer..communications.and.other.services....of.commercial.service.exports.","Computer..communications.and.other.services....of.commercial.service.imports.","Gini_Index","Internet_Usage","Secure.Internet.servers","Secure.Internet.servers..per.1.million.people.","Poverty_Rate","Poverty_Gap","Individuals.using.the.Internet..female....of.female.population.","Individuals.using.the.Internet..male....of.male.population.","Mobile.cellular.subscriptions","Mobile_Cellular_Subscriptions","Log_Internet_Usage","Log_Access_Electricity","Log_Gini_Index","Log_Poverty_Rate","Log_Mobile_Cellular_Subscriptions","Log_Poverty_Gap","Log_Communications_Imports","Scaled_Internet_Usage","Scaled_Access_Electricity","Scaled_Gini_Index","Scaled_Poverty_Rate","Scaled_Mobile_Cellular_Subscriptions","Scaled_Poverty_Gap","Scaled_Communications_Imports","Access_Electricity_x_Gini","Poverty_Gap_x_Electricity","Communications_x_Internet","Internet_x_Electricity","Mobile_Cellular_x_Gini","Poverty_Quartile"
7.5,4.7,11.9,36.4331785714286,30.4169443207127,34.0576347438753,56.2,1,82041.0339782916,3567.78490926012,61.9,29.7,63.99525,67.5129845422117,570000,12.76,0.693147180559945,2.14006616349627,4.04655389838575,4.1415461637064,2.6217658325052,3.42426265459315,3.62255743873369,-1.50813001453231,-2.72939956560823,4.33829195315831,7.4072514332215,-2.0532753003797,9.14424508904389,-1.17503342320873e-14,421.5,222.75,36.4331785714286,7.5,717.112,4
9.4,1.7,21.6,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,1.8,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,863641,18.92,1.02961941718116,2.34180580614733,3.6168412344903,1.90905665524534,2.99172425215645,1.08751957056636,3.62255743873369,-1.4799018239076,-2.6602368163384,1.558227305166e-13,-1.75741141726725e-14,-1.90541713200646,-1.39105197240841e-14,-1.17503342320873e-14,340.466244813278,18.4889139344262,65.5797214285715,16.92,685.278867219917,2
9.8,77.8707367149758,24.9,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,2,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,979232,21.01,1.09861228866811,2.37954613413017,3.6168412344903,1.90905665524534,3.09149689553837,1.08751957056636,3.62255743873369,-1.47284477625143,-2.64567623754476,1.558227305166e-13,-1.75741141726725e-14,-1.85525096773697,-1.39105197240841e-14,-1.17503342320873e-14,354.954170124481,19.2756762295082,72.8663571428572,19.6,760.978276970955,2
10.4,77.8707367149758,26.1,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,2.2,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,992444,20.97,1.16315080980568,2.43361335540045,3.6168412344903,1.90905665524534,3.08967788639652,1.08751957056636,3.62255743873369,-1.46578772859525,-2.62383536935428,1.558227305166e-13,-1.75741141726725e-14,-1.85621108571342,-1.39105197240841e-14,-1.17503342320873e-14,376.686058091286,20.4558196721312,80.1529928571429,22.88,759.529484439834,2
11,0.5,27.1,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,2.4,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,1140000,23.95,1.22377543162212,2.484906649788,3.6168412344903,1.90905665524534,3.21687382219753,1.08751957056636,3.62255743873369,-1.45873068093908,-2.60199450116381,1.558227305166e-13,-1.75741141726725e-14,-1.78468229646793,-1.39105197240841e-14,-1.17503342320873e-14,398.417946058091,21.6359631147541,87.4396285714286,26.4,867.464528008299,2
11.5,0.7,28,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,2.5,0,0,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,1360000,28.33,1.25276296849537,2.52572864430826,3.6168412344903,1.90905665524534,3.37861088298936,1.08751957056636,3.62255743873369,-1.45520215711099,-2.58379377767175,1.558227305166e-13,-1.75741141726725e-14,-1.67954937804669,-1.39105197240841e-14,-1.17503342320873e-14,416.527852697095,22.6194159836066,91.0829464285715,28.75,1026.10731016598,2
12,0.8,28.8,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,2.7,1,0.21,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,1160000,24.08,1.30833281965018,2.56494935746154,3.6168412344903,1.90905665524534,3.22207071576472,1.08751957056636,3.62255743873369,-1.44814510945481,-2.56559305417969,1.558227305166e-13,-1.75741141726725e-14,-1.78156191304446,-1.39105197240841e-14,-1.17503342320873e-14,434.6377593361,23.602868852459,98.3695821428572,32.4,872.17310373444,2
12.7,1.3,29.7,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,2.9,1,0.21,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,1240000,25.78,1.3609765531356,2.61739583283408,3.6168412344903,1.90905665524534,3.28765534026303,1.08751957056636,3.62255743873369,-1.44108806179864,-2.54011204129081,1.558227305166e-13,-1.75741141726725e-14,-1.74075689904536,-1.39105197240841e-14,-1.17503342320873e-14,459.991628630705,24.9797028688525,105.656217857143,36.83,933.746786307054,2
13.4,1.7,30.5,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,3.1,1,0.2,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,1250000,25.45,1.41098697371026,2.66722820658195,3.6168412344903,1.90905665524534,3.27525615830431,1.08751957056636,3.62255743873369,-1.43403101414246,-2.51463102840193,1.558227305166e-13,-1.75741141726725e-14,-1.74867787235107,-1.39105197240841e-14,-1.17503342320873e-14,485.345497925311,26.3565368852459,112.942853571429,41.54,921.794247925311,2
14.1,2.1,31.4,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,4,2,0.4,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,1180000,23.52,1.6094379124341,2.71469474382088,3.6168412344903,1.90905665524534,3.19948911106801,1.08751957056636,3.62255743873369,-1.40227429968967,-2.48915001551304,1.558227305166e-13,-1.75741141726725e-14,-1.79500356471476,-1.39105197240841e-14,-1.17503342320873e-14,510.699367219917,27.7333709016394,145.732714285714,56.4,851.890008298755,2
14.6,2.2,32.2,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,5.1,3,0.59,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,1280000,25.11,1.80828877117927,2.74727091425549,3.6168412344903,1.90905665524534,3.26231838271104,1.08751957056636,3.62255743873369,-1.3634605375807,-2.47094929202098,1.558227305166e-13,-1.75741141726725e-14,-1.75683887515089,-1.39105197240841e-14,-1.17503342320873e-14,528.809273858921,28.7168237704918,185.809210714286,74.46,909.479511410789,2
14.3,1.5,32.1,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,7.51,5,0.96,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,1600000,30.62,2.14124194258528,2.72785282839839,3.6168412344903,1.90905665524534,3.45378983178133,1.08751957056636,3.62255743873369,-1.27842311332378,-2.48186972611622,1.558227305166e-13,-1.75741141726725e-14,-1.62458262389495,-1.39105197240841e-14,-1.17503342320873e-14,517.943329875519,28.1267520491804,273.613171071429,107.393,1109.05068257261,2
5.9,2,19.6,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,1.19,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,1600000,14.42,0.783901543828409,1.93152141160321,3.6168412344903,1.90905665524534,2.73566536813518,1.08751957056636,3.62255743873369,-1.50142581925894,-2.78764188078282,1.558227305166e-13,-1.75741141726725e-14,-2.01343040435705,-1.39105197240841e-14,-1.17503342320873e-14,213.696898340249,11.604743852459,43.3554825,7.021,522.28970746888,2
6.3,2.2,20.9,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,1.5,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,2280000,19.84,0.916290731874155,1.98787434815435,3.6168412344903,1.90905665524534,3.03687421688517,1.08751957056636,3.62255743873369,-1.49048739539187,-2.77308130198917,1.558227305166e-13,-1.75741141726725e-14,-1.88333441854812,-1.39105197240841e-14,-1.17503342320873e-14,228.184823651452,12.391506147541,54.6497678571429,9.45,718.601095435685,2
6.4,3,18.3,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,1.7,1,0.08,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,2880000,24.17,0.993251773010283,2.00148000021012,3.6168412344903,1.90905665524534,3.22565280914722,1.08751957056636,3.62255743873369,-1.48343034773569,-2.76944115729076,1.558227305166e-13,-1.75741141726725e-14,-1.77940164759745,-1.39105197240841e-14,-1.17503342320873e-14,231.806804979253,12.5881967213115,61.9364035714286,10.88,875.432886929461,2
9,7.7,13.6,36.4331785714286,30.4169443207127,34.0576347438753,43.3,1.9,2,0.16,36.6,14.3,63.99525,67.5129845422117,3670000,29.76,1.06471073699243,2.30258509299405,3.79098467705109,3.62700405039585,3.42621514463744,2.72785282839839,3.62255743873369,-1.47637330007952,-2.67479739513205,1.53731882040265,4.06989579455954,-1.64522516038862,4.06650752974342,-1.17503342320873e-14,389.7,128.7,69.2230392857143,17.1,1288.608,4
7.8,3,24.7,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,2.1,1,0.08,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,4400000,34.51,1.1314021114911,2.17475172148416,3.6168412344903,1.90905665524534,3.569814346955,1.08751957056636,3.62255743873369,-1.46931625242334,-2.71847913151299,1.558227305166e-13,-1.75741141726725e-14,-1.53121115068523,-1.39105197240841e-14,-1.17503342320873e-14,282.514543568465,15.3418647540984,76.5096750000001,16.38,1249.94575622407,2
8.1,3,26,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,2.5,2,0.15,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,4560000,34.51,1.25276296849537,2.2082744135228,3.6168412344903,1.90905665524534,3.569814346955,1.08751957056636,3.62255743873369,-1.45520215711099,-2.70755869741776,1.558227305166e-13,-1.75741141726725e-14,-1.53121115068523,-1.39105197240841e-14,-1.17503342320873e-14,293.380487551867,15.9319364754099,91.0829464285715,20.25,1249.94575622407,2
8.4,3,27.2,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,2.9,2,0.15,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,5250000,38.34,1.3609765531356,2.24070968927596,3.6168412344903,1.90905665524534,3.67224181296091,1.08751957056636,3.62255743873369,-1.44108806179864,-2.69663826332252,1.558227305166e-13,-1.75741141726725e-14,-1.43927985444018,-1.39105197240841e-14,-1.17503342320873e-14,304.24643153527,16.5220081967213,105.656217857143,24.36,1388.66764107884,2
7.7,0.5,32.4,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,3.5,5,0.35,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,5470000,38.65,1.50407739677627,2.16332302566054,3.6168412344903,1.90905665524534,3.68009094808086,1.08751957056636,3.62255743873369,-1.41991691883011,-2.72211927621141,1.558227305166e-13,-1.75741141726725e-14,-1.43183894012269,-1.39105197240841e-14,-1.17503342320873e-14,278.892562240664,15.1451741803279,127.516125,26.95,1399.89578319502,2
9.2,2.8,31.1,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,5.8,5,0.34,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,5590000,38.28,1.91692261218206,2.32238772029023,3.6168412344903,1.90905665524534,3.67071548348627,1.08751957056636,3.62255743873369,-1.33876087078409,-2.66751710573523,1.558227305166e-13,-1.75741141726725e-14,-1.44072003140485,-1.39105197240841e-14,-1.17503342320873e-14,333.222282157676,18.0955327868853,211.312435714286,53.36,1386.49445228216,2
10.9,4.2,33.6,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,6.4,9,0.6,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,6370000,42.22,2.00148000021012,2.47653840011748,3.6168412344903,1.90905665524534,3.76630335107874,1.08751957056636,3.62255743873369,-1.31758972781556,-2.60563464586222,1.558227305166e-13,-1.75741141726725e-14,-1.34614841072457,-1.39105197240841e-14,-1.17503342320873e-14,394.79596473029,21.4392725409836,233.172342857143,69.76,1529.20051659751,2
10.1,2.3,36,36.4331785714286,30.4169443207127,34.0576347438753,37.5,7,7,0.45,30.9,8.4,63.99525,67.5129845422117,6980000,44.76,2.07944154167984,2.40694510831829,3.65065824129374,3.4626060097908,3.82341034707154,2.24070968927596,3.62255743873369,-1.29641858484703,-2.63475580344952,0.277966559163666,3.3180014411851,-1.28518091922001,2.12114054273869,-1.17503342320873e-14,378.75,84.84,255.03225,70.7,1678.5,4
8.4,77.8707367149758,36.7,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,7.6,11,0.68,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,7660000,47.53,2.15176220325946,2.24070968927596,3.6168412344903,1.90905665524534,3.88218216341712,1.08751957056636,3.62255743873369,-1.27524744187851,-2.69663826332252,1.558227305166e-13,-1.75741141726725e-14,-1.21869274935088,-1.39105197240841e-14,-1.17503342320873e-14,304.24643153527,16.5220081967213,276.892157142857,63.84,1721.52772510373,2
100,100,100,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,43.7411033057851,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,43065367.1419355,98.302625,3.8008926161465,4.61512051684126,3.6168412344903,1.90905665524534,4.59817200574704,1.08751957056636,3.62255743873369,-6.26791743501073e-15,0.63773428042282,1.558227305166e-13,-1.75741141726725e-14,-4.77543397547271e-15,-1.39105197240841e-14,-1.17503342320873e-14,3621.98132780083,196.690573770492,1593.62742765097,4374.11033057851,3560.50272223807,2
100,100,100,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,43.7411033057851,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,43065367.1419355,98.302625,3.8008926161465,4.61512051684126,3.6168412344903,1.90905665524534,4.59817200574704,1.08751957056636,3.62255743873369,-6.26791743501073e-15,0.63773428042282,1.558227305166e-13,-1.75741141726725e-14,-4.77543397547271e-15,-1.39105197240841e-14,-1.17503342320873e-14,3621.98132780083,196.690573770492,1593.62742765097,4374.11033057851,3560.50272223807,2
100,100,100,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,43.7411033057851,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,43065367.1419355,98.302625,3.8008926161465,4.61512051684126,3.6168412344903,1.90905665524534,4.59817200574704,1.08751957056636,3.62255743873369,-6.26791743501073e-15,0.63773428042282,1.558227305166e-13,-1.75741141726725e-14,-4.77543397547271e-15,-1.39105197240841e-14,-1.17503342320873e-14,3621.98132780083,196.690573770492,1593.62742765097,4374.11033057851,3560.50272223807,2
100,100,100,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,43.7411033057851,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,43065367.1419355,98.302625,3.8008926161465,4.61512051684126,3.6168412344903,1.90905665524534,4.59817200574704,1.08751957056636,3.62255743873369,-6.26791743501073e-15,0.63773428042282,1.558227305166e-13,-1.75741141726725e-14,-4.77543397547271e-15,-1.39105197240841e-14,-1.17503342320873e-14,3621.98132780083,196.690573770492,1593.62742765097,4374.11033057851,3560.50272223807,2
100,100,100,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,43.7411033057851,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,43065367.1419355,98.302625,3.8008926161465,4.61512051684126,3.6168412344903,1.90905665524534,4.59817200574704,1.08751957056636,3.62255743873369,-6.26791743501073e-15,0.63773428042282,1.558227305166e-13,-1.75741141726725e-14,-4.77543397547271e-15,-1.39105197240841e-14,-1.17503342320873e-14,3621.98132780083,196.690573770492,1593.62742765097,4374.11033057851,3560.50272223807,2
100,100,100,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,43.7411033057851,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,43065367.1419355,98.302625,3.8008926161465,4.61512051684126,3.6168412344903,1.90905665524534,4.59817200574704,1.08751957056636,3.62255743873369,-6.26791743501073e-15,0.63773428042282,1.558227305166e-13,-1.75741141726725e-14,-4.77543397547271e-15,-1.39105197240841e-14,-1.17503342320873e-14,3621.98132780083,196.690573770492,1593.62742765097,4374.11033057851,3560.50272223807,2
100,100,100,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,43.7411033057851,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,43065367.1419355,98.302625,3.8008926161465,4.61512051684126,3.6168412344903,1.90905665524534,4.59817200574704,1.08751957056636,3.62255743873369,-6.26791743501073e-15,0.63773428042282,1.558227305166e-13,-1.75741141726725e-14,-4.77543397547271e-15,-1.39105197240841e-14,-1.17503342320873e-14,3621.98132780083,196.690573770492,1593.62742765097,4374.11033057851,3560.50272223807,2
100,100,100,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,43.7411033057851,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,43065367.1419355,98.302625,3.8008926161465,4.61512051684126,3.6168412344903,1.90905665524534,4.59817200574704,1.08751957056636,3.62255743873369,-6.26791743501073e-15,0.63773428042282,1.558227305166e-13,-1.75741141726725e-14,-4.77543397547271e-15,-1.39105197240841e-14,-1.17503342320873e-14,3621.98132780083,196.690573770492,1593.62742765097,4374.11033057851,3560.50272223807,2
100,100,100,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,43.7411033057851,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,43065367.1419355,98.302625,3.8008926161465,4.61512051684126,3.6168412344903,1.90905665524534,4.59817200574704,1.08751957056636,3.62255743873369,-6.26791743501073e-15,0.63773428042282,1.558227305166e-13,-1.75741141726725e-14,-4.77543397547271e-15,-1.39105197240841e-14,-1.17503342320873e-14,3621.98132780083,196.690573770492,1593.62742765097,4374.11033057851,3560.50272223807,2
100,100,100,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,43.7411033057851,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,43065367.1419355,98.302625,3.8008926161465,4.61512051684126,3.6168412344903,1.90905665524534,4.59817200574704,1.08751957056636,3.62255743873369,-6.26791743501073e-15,0.63773428042282,1.558227305166e-13,-1.75741141726725e-14,-4.77543397547271e-15,-1.39105197240841e-14,-1.17503342320873e-14,3621.98132780083,196.690573770492,1593.62742765097,4374.11033057851,3560.50272223807,2
100,100,100,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,43.7411033057851,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,43065367.1419355,98.302625,3.8008926161465,4.61512051684126,3.6168412344903,1.90905665524534,4.59817200574704,1.08751957056636,3.62255743873369,-6.26791743501073e-15,0.63773428042282,1.558227305166e-13,-1.75741141726725e-14,-4.77543397547271e-15,-1.39105197240841e-14,-1.17503342320873e-14,3621.98132780083,196.690573770492,1593.62742765097,4374.11033057851,3560.50272223807,2
100,100,100,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,43.7411033057851,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,43065367.1419355,98.302625,3.8008926161465,4.61512051684126,3.6168412344903,1.90905665524534,4.59817200574704,1.08751957056636,3.62255743873369,-6.26791743501073e-15,0.63773428042282,1.558227305166e-13,-1.75741141726725e-14,-4.77543397547271e-15,-1.39105197240841e-14,-1.17503342320873e-14,3621.98132780083,196.690573770492,1593.62742765097,4374.11033057851,3560.50272223807,2
98.2,89.6,99.5,24.65,13.36,23.41,36.2198132780083,37.3,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,14800000,88.81,3.6454498961866,4.59713801429083,3.6168412344903,1.90905665524534,4.49769632768286,1.08751957056636,3.24454357161678,-0.227275864936393,0.572211675851405,1.558227305166e-13,-1.75741141726725e-14,-0.22785099765488,-1.39105197240841e-14,-0.779439600533215,3556.78566390042,193.150143442623,919.445,3662.86,3216.68161721992,2
99.6,97.7,99.9,28.99,14.41,27.82,47.4,41.56,82041.0339782916,3567.78490926012,1.7,0.6,36.81,40.88,16500000,97.72,3.75091484503339,4.61115225766564,3.87949981372259,0.993251773010283,4.59228756015708,0.470003629245736,3.40086399276092,-0.0769607498598469,0.623173701629172,2.42755059127848,-0.533808228733062,-0.0139847184007288,-0.450700558725182,-0.492355105818308,4721.04,59.76,1204.8244,4139.376,4631.928,1
99.5,98.3,99.7,26.96,14.65,25.9,36.2198132780083,45,790,46.46,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,19900000,116.75,3.8286413964891,4.61015772749913,3.6168412344903,1.90905665524534,4.76856373289653,1.08751957056636,3.33077491736561,0.0444204698263775,0.61953355693076,1.558227305166e-13,-1.75741141726725e-14,0.442791408895174,-1.39105197240841e-14,-0.626636563023668,3603.87142116183,195.70712090164,1213.2,4477.5,4228.66320020747,2
99.6,97.8,99.9,27.75,14.51,26.69,46.9,52.25,1110,64.63,0.9,0.3,63.99525,67.5129845422117,22300000,129.94,3.97499780458953,4.61115225766564,3.86911550441687,0.641853886172395,4.87473920301295,0.262364264467491,3.35863776724336,0.300238447362752,0.623173701629172,2.31898574117167,-0.639337260785614,0.759390311629434,-0.5496175241661,-0.574379247165424,4671.24,29.88,1449.9375,5204.1,6094.186,1
100,100,100,31.87,17.4,30.76,36.2198132780083,55.05,1791,103.28,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,23900000,138.05,4.02624414951817,4.61512051684126,3.6168412344903,1.90905665524534,4.93483358067997,1.08751957056636,3.49256038767613,0.399037114549214,0.63773428042282,1.558227305166e-13,-1.75741141726725e-14,0.954054231354593,-1.39105197240841e-14,-0.301847422689521,3621.98132780083,196.690573770492,1754.4435,5505,5000.14522302905,2
99.6,100,99.8,34.92,18.44,33.73,46.8,58,2239,127.87,0.5,0.2,63.99525,67.5129845422117,23700000,135.13,4.07753744390572,4.61115225766564,3.86702563949741,0.405465108108164,4.91361031152438,0.182321556793955,3.581294243434,0.503128567477807,0.623173701629172,2.29727277115031,-0.69210177681189,0.883965619073771,-0.58258984597974,-0.10009449437605,4661.28,19.92,2025.36,5776.8,6324.084,1
100,100,100,36.89,20.31,35.6,36.2198132780083,61.11,2933,165.83,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,23700000,133.89,4.12890700657121,4.61512051684126,3.6168412344903,1.90905665524534,4.90445963148159,1.08751957056636,3.63468722503051,0.612865658531342,0.63773428042282,1.558227305166e-13,-1.75741141726725e-14,0.854201961803832,-1.39105197240841e-14,0.0302180527641272,3621.98132780083,196.690573770492,2254.3479,6111,4849.47079979253,2
99.7,100,99.9,41.8,23.96,40.54,45.3,76.63,4025,225.24,0.4,0.2,74.53,78.71,23200000,129.86,4.35195395041759,4.61214579972452,3.83514196109219,0.336472236621213,4.87412804944159,0.182321556793955,3.75653810258775,1.16049255665059,0.626813846327584,1.97157822082988,-0.705292905818459,0.757470075676535,-0.58258984597974,0.355007193098273,4516.41,19.94,3203.134,7640.011,5882.658,1
100,100,100,43.01,23.54,41.92,36.2198132780083,83.56,22528,1245.75,5.74672131147541,1.96690573770492,83.66,83.45,23300000,128.86,4.43746134156198,4.61512051684126,3.6168412344903,1.90905665524534,4.86645694708034,1.08751957056636,3.784416880823,1.40501925793708,0.63773428042282,1.558227305166e-13,-1.75741141726725e-14,0.733467126265294,-1.39105197240841e-14,0.435046879412798,3621.98132780083,196.690573770492,3593.9156,8356,4667.28513900415,2
99.7,100,99.8,41.52,20.22,40.34,45.3,82.33,134062,7298.44,0.4,0.2,80.72,83.99,2.3e+07,125.29,4.42280862839412,4.61214579972452,3.83514196109219,0.336472236621213,4.83858084965808,0.182321556793955,3.74997455347375,1.3616184148516,0.626813846327584,1.97157822082988,-0.705292905818459,0.647776596867166,-0.58258984597974,0.336485612794086,4516.41,19.94,3418.3416,8208.301,5675.637,1
100,100,100,44.66,22.56,43.34,36.2198132780083,84.9,151206,8085.26,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,25200000,134.64,4.45318382899021,4.61512051684126,3.6168412344903,1.90905665524534,4.91000431725744,1.08751957056636,3.82122264110165,1.45230147723346,0.63773428042282,1.558227305166e-13,-1.75741141726725e-14,0.872204173862263,-1.39105197240841e-14,0.544191906205332,3621.98132780083,196.690573770492,3791.634,8490,4876.63565975104,2
100,100,100,44.54,24.28,43.12,36.2198132780083,85.02,208732,10963.11,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,25100000,131.58,4.45457982735559,4.61512051684126,3.6168412344903,1.90905665524534,4.88718623681325,1.08751957056636,3.81859106063559,1.45653570582716,0.63773428042282,1.558227305166e-13,-1.75741141726725e-14,0.798755148663868,-1.39105197240841e-14,0.536254086074966,3621.98132780083,196.690573770492,3786.7908,8502,4765.80303112033,2
98.8,97.8,100,37.22,50.22,36.85,43,22.6,82041.0339782916,3567.78490926012,17.3,4.8,63.99525,67.5129845422117,6.41e+08,48.21,3.16124671203156,4.60316818331742,3.78418963391826,2.90690105984738,3.89609685487789,1.75785791755237,3.64335893881213,-0.745968867665317,0.594052544041877,1.47217991033856,1.52400789629171,-1.20237074375124,0.934136957447674,0.0520470581226339,4248.4,474.24,841.172,2232.88,2073.03,4
99.1,98.3,100,35.67,54.28,35.33,36.2198132780083,28.9,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,7.47e+08,55.8,3.39785848039664,4.60616968632117,3.6168412344903,1.90905665524534,4.03953632572711,1.08751957056636,3.60195898208323,-0.523671866495778,0.604972978137112,1.558227305166e-13,-1.75741141726725e-14,-1.02018835771992,-1.39105197240841e-14,-0.0504831185612614,3589.38349585062,194.920358606558,1030.863,2863.99,2021.06558091286,2
99.7,99.4,100,30.05,53.16,29.64,43.7,34.3,1604,1.2,13.4,3.4,63.99525,67.5129845422117,8.59e+08,63.72,3.56388296393925,4.61214579972452,3.79997350161952,2.66722820658195,4.17007027275024,1.48160454092422,3.43559880837949,-0.33313157977903,0.626813846327584,1.62417070048809,1.00955386503552,-0.830084998382899,0.472524452056722,-0.422237694666741,4356.89,338.98,1030.715,3419.71,2784.564,4
99.9,99.8,100,29.99,56.11,29.69,42.4,38.3,2631,1.96,10,2.3,63.99525,67.5129845422117,9.86e+08,72.67,3.67122451887522,4.61412992735956,3.77045944110636,2.39789527279837,4.29959566069472,1.19392246847243,3.43366457179966,-0.191990626655513,0.634094135724408,1.34190209021039,0.561055478812169,-0.615258601152298,0.109828912106688,-0.426206604731924,4235.76,229.77,1148.617,3826.17,3081.208,4
99.9,99.9,100,25.22,53.06,24.94,42.2,42.3,5100,3.77,8.3,1.8,63.99525,67.5129845422117,1.11e+09,81.38,3.76815263500844,4.61412992735956,3.76584049525006,2.23001440015921,4.41134268900793,1.02961941718116,3.26652247833555,-0.0508496735319965,0.634094135724408,1.29847615016767,0.336806285700496,-0.406192911780395,-0.055032696961509,-0.741734954913976,4215.78,179.82,1066.806,4225.77,3434.236,4
100,100,100,24.78,53.11,24.51,39.7,45.8,6999,5.13,2.7,0.3,63.99525,67.5129845422117,1.23e+09,89.32,3.8458832029236,4.61512051684126,3.70622809244855,1.30833281965018,4.50335891984141,0.262364264467491,3.24959899751104,0.0726486604510808,0.63773428042282,0.755651899633625,-0.401896938667371,-0.215609493455147,-0.5496175241661,-0.770840295391985,3970,30,1134.924,4580,3546.004,2
