"Access_Electricity","Access.to.electricity..rural....of.rural.population.","Access.to.electricity..urban....of.urban.population.","Communications_Imports","Computer..communications.and.other.services....of.commercial.service.exports.","Computer..communications.and.other.services....of.commercial.service.imports.","Gini_Index","Internet_Usage","Secure.Internet.servers","Secure.Internet.servers..per.1.million.people.","Poverty_Rate","Poverty_Gap","Individuals.using.the.Internet..female....of.female.population.","Individuals.using.the.Internet..male....of.male.population.","Mobile.cellular.subscriptions","Mobile_Cellular_Subscriptions","Log_Internet_Usage","Log_Access_Electricity","Log_Gini_Index","Log_Poverty_Rate","Log_Mobile_Cellular_Subscriptions","Log_Poverty_Gap","Log_Communications_Imports","Scaled_Internet_Usage","Scaled_Access_Electricity","Scaled_Gini_Index","Scaled_Poverty_Rate","Scaled_Mobile_Cellular_Subscriptions","Scaled_Poverty_Gap","Scaled_Communications_Imports","Access_Electricity_x_Gini","Poverty_Gap_x_Electricity","Communications_x_Internet","Internet_x_Electricity","Mobile_Cellular_x_Gini","Poverty_Quartile","Log_Poverty_Rate_Squared","Mobile_Cellular_Subscriptions_Squared","Internet_Usage_Adjusted","Mobile_Cellular_Subscriptions_Centered","Mobile_Cellular_Subscriptions_Centered_Squared"
100,100,100,41.12,36.06,40.6,32.5,76.5,970,730.73,1,0.5,77.23,75.68,1810000,136.06,4.33729074083249,4.61512051684126,3.51154543883102,0.693147180559945,4.92041878615768,0.405465108108164,3.74052268726577,1.15590547567407,0.63773428042282,-0.80768194190442,-0.626146131779045,0.906288362026224,-0.483672880538822,0.310026212359532,3250,50,3145.68,7650,4421.95,1,0.480453013918201,18512.3236,76.5,37.7573749999998,1425.61936689061
100,100,100,39.95,37.1,39.43,32.9,78.39,1661,1255.77,0.7,0.4,77.19,78.67,2e+06,151.19,4.36169636820063,4.61512051684126,3.5234150143864,0.53062825106217,5.02512974024671,0.336472236621213,3.71235181029908,1.22259457602493,0.63773428042282,-0.720830061818973,-0.665719518798752,1.26945298661829,-0.516645202352461,0.232632466088463,3290,40,3131.6805,7839,4974.151,1,0.281566340825297,22858.4161,78.39,52.8873749999998,2797.0744343906
100,100,100,39.49,38.68,39.15,35.1,80,2127,1613.81,0.9,0.6,79.17,80.94,1930000,146.24,4.38202663467388,4.61512051684126,3.58629286533884,0.641853886172395,4.99206390851082,0.470003629245736,3.70105503004407,1.27940380965715,0.63773428042282,-0.243144721349015,-0.639337260785614,1.15063838703265,-0.450700558725182,0.202204155588726,3510,60,3159.2,8000,5133.024,1,0.411976411194606,21386.1376,80,47.9373749999998,2297.99192189061
100,100,100,38.43,38.59,38.07,34.6,84.24,2885,2194.68,0.8,0.5,83.81,84.71,1900000,144.35,4.43366986782572,4.61512051684126,3.57234563785798,0.587786664902119,4.97914462700489,0.405465108108164,3.67452694788954,1.42901321996808,0.63773428042282,-0.351709571455823,-0.652528389792183,1.10527281264541,-0.483672880538822,0.132086744437159,3460,50,3237.3432,8424,4994.51,1,0.345493163436756,20836.9225,84.24,46.0473749999998,2120.36074439061
100,100,100,37.76,40.47,37.36,32.7,88.41,4105,3120.71,0.6,0.4,87.43,89.48,1900000,144.79,4.48198508541771,4.61512051684126,3.51749783735832,0.470003629245736,4.98216723011673,0.336472236621213,3.65738878702257,1.57615266359934,0.63773428042282,-0.764256001861696,-0.678910647805321,1.11583411038635,-0.516645202352461,0.0877672487092813,3270,40,3338.3616,8841,4734.633,1,0.220903411504163,20964.1441,88.41,46.4873749999998,2161.07603439061
100,100,100,38.52,43.65,38.09,31.2,87.24,14193,10786.68,0.5,0.3,87.35,87.11,1900000,144.23,4.46866294133343,4.61512051684126,3.47196645255036,0.405465108108164,4.97831869261971,0.262364264467491,3.67680687287967,1.53486893481072,0.63773428042282,-1.08995055218212,-0.69210177681189,1.10239245871606,-0.5496175241661,0.138040109534934,3120,30,3360.4848,8724,4499.976,1,0.164401953893165,20802.2929,87.24,45.9273749999998,2109.32377439061
100,100,100,38.3,44.88,37.91,30.4,88.1,38377,29131.22,0.3,0.2,88.3,87.89,1900000,144.54,4.47847253294213,4.61512051684126,3.44680789291421,0.262364264467491,4.98045096291894,0.182321556793955,3.67122451887522,1.56521423973227,0.63773428042282,-1.26365431235302,-0.718484034825029,1.10983337303354,-0.58258984597974,0.123487439295929,3040,20,3374.23,8810,4394.016,1,0.0688350072695676,20891.8116,88.1,46.2373749999998,2137.8948468906
100,100,100,39.43,46.43,39.1,30.3,89.36,64636,48893.44,0.2,0.2,89.25,89.47,1920000,145.52,4.49267315476095,4.61512051684126,3.44361809754611,0.182321556793955,4.98716193791061,0.182321556793955,3.69957208365268,1.60967363996618,0.63773428042282,-1.28536728237438,-0.731675163831598,1.13335626345656,-0.58258984597974,0.198235245523543,3030,20,3523.4648,8936,4409.256,1,0.0332411500717714,21176.0704,89.36,47.2173749999998,2229.48050189061
100,100,100,39.96,48.67,39.6,30.8,90.23,110548,83313.11,0.6,0.3,89.86,90.62,1950000,147.02,4.50236196600641,4.61512051684126,3.45946628978613,0.470003629245736,4.99734739976932,0.262364264467491,3.71259598073125,1.64037179727054,0.63773428042282,-1.17680243226757,-0.678910647805321,1.16936068757342,-0.5496175241661,0.233293951099327,3080,30,3605.5908,9023,4528.216,1,0.220903411504163,21614.8804,90.23,48.7173749999998,2373.38262689061
42.6,35.5,68,63.06,77.61,61.77,36.2198132780083,6.85,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,531643,48.78,1.92424865227413,3.77505715035499,3.6168412344903,1.90905665524534,3.90761329693945,1.08751957056636,4.15982014418101,-1.30171137058916,-1.45170877646564,1.558227305166e-13,-1.75741141726725e-14,-1.18868906258683,-1.39105197240841e-14,1.7613243261948,1542.96404564315,83.7901844262296,431.961,291.81,1766.80249170125,2,3.64449731293653,2379.4884,6.85,-49.5226250000002,2452.49038689065
38.6,28.9,72.6,49.9,66.04,47.74,51.4,8.94,82041.0339782916,3567.78490926012,49.3,20.9,63.99525,67.5129845422117,664432,60.69,2.19053558918542,3.67882911826043,3.958906591327,3.91800507710569,4.12212184322155,3.08648663682246,3.92986292355648,-1.22796522258213,-1.59731456440211,3.29606939213295,5.74516917839381,-0.902813935098957,6.24268076944362,0.890810051897985,1984.04,806.74,446.106,345.084,3119.466,4,15.350763784226,3683.2761,8.94,-37.6126250000002,1414.70955939064
45.6,39.8,65.4,75.13,55.32,74.39,36.2198132780083,11.04,5,4.55,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,725802,65.99,2.40152504084895,3.8416005411316,3.6168412344903,1.90905665524534,4.20454335452018,1.08751957056636,4.33244240531812,-1.15386622219228,-1.34250443551328,1.558227305166e-13,-1.75741141726725e-14,-0.775598303219384,-1.39105197240841e-14,2.55973673430746,1651.62348547718,89.6909016393443,829.4352,503.424,2390.14547821577,2,3.64449731293653,4354.6801,11.04,-32.3126250000002,1044.10573439064
51.2,44.7,73.2,55.62,72.65,54.5,36.2198132780083,18.13,7,6.33,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,766540,69.35,2.89756802476676,3.95508249488859,3.6168412344903,1.90905665524534,4.2534827835604,1.08751957056636,4.03636227968375,-0.903693882780847,-1.13865633240221,1.558227305166e-13,-1.75741141726725e-14,-0.694948393197616,-1.39105197240841e-14,1.2691794781121,1854.45443983403,100.705573770492,1008.3906,928.256,2511.84405082988,2,3.64449731293653,4809.4225,18.13,-28.9526250000002,838.254494390637
54.3,48.2,74.9,47.24,57.34,41.82,36.2198132780083,20.78,9,8.1,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,805000,72.43,3.03399098567108,4.01277290852829,3.6168412344903,1.90905665524534,4.29633257146352,1.08751957056636,3.87618855241893,-0.810188001336517,-1.02581184675144,1.558227305166e-13,-1.75741141726725e-14,-0.621019309010996,-1.39105197240841e-14,0.714855039008204,1966.73586099585,106.802981557377,981.6472,1128.354,2623.40107572614,2,3.64449731293653,5246.1049,20.78,-25.8726250000002,669.392724390635
57.5,51.8,76.7,60.23,53.1,52.94,36.2198132780083,24.7,11,9.84,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,893000,79.85,3.20680324363393,4.06902675423781,3.6168412344903,1.90905665524534,4.39259558602312,1.08751957056636,4.11463726548986,-0.671869867275471,-0.909327216402257,1.558227305166e-13,-1.75741141726725e-14,-0.442917424379593,-1.39105197240841e-14,1.57412406812033,2082.63926348548,113.097079918033,1487.681,1420.25,2892.15209024896,2,3.64449731293653,6376.0225,24.7,-18.4526250000002,340.499369390633
65,59.3,84,59.43,62.22,50.41,36.2198132780083,25,21,18.65,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,916800,81.43,3.2188758248682,4.18965474202643,3.6168412344903,1.90905665524534,4.41194944832514,1.08751957056636,4.10148567037347,-0.661284295791207,-0.636316364021361,1.558227305166e-13,-1.75741141726725e-14,-0.404992764309833,-1.39105197240841e-14,1.52120526725123,2354.28786307054,127.84887295082,1485.75,1625,2949.37939522822,2,3.64449731293653,6630.8449,25,-16.8726250000002,284.685474390632
64.1,59.1,80.6,56.5,60.54,43.77,36.2198132780083,25.64,29,25.57,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,941000,82.99,3.24415363205247,4.17592454921452,3.6168412344903,1.90905665524534,4.43069774413754,1.08751957056636,4.0517849478033,-0.638701743291444,-0.669077666307069,1.558227305166e-13,-1.75741141726725e-14,-0.367548163228299,-1.39105197240841e-14,1.32739015906812,2321.69003112033,126.078657786885,1448.66,1643.524,3005.88230394191,2,3.64449731293653,6887.3401,25.64,-15.3126250000002,234.476484390631
63.4,58.1,81,71.18,65.35,65.71,54.6,28.57,29,25.38,36.1,12.8,63.99525,67.5129845422117,995000,87.09,3.35235721624268,4.16511363311031,4.01818320125654,3.61361696961339,4.4783590191217,2.62466859216316,4.27916299921464,-0.535315995128468,-0.694558679195952,3.99088443281652,4.00394014952669,-0.269136070642213,3.57192270253883,2.29845015501624,3461.64,811.52,2033.6126,1811.338,4755.114,4,13.0582276030779,7584.6681,28.57,-11.2126250000002,125.72295939063
73.5,69.8,85.3,70.36,40.91,65.41,36.2198132780083,35.3,46,39.95,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,1030000,89.24,3.56388296393925,4.31079912538551,3.6168412344903,1.90905665524534,4.50247278774975,1.08751957056636,4.26773748827175,-0.297846341498151,-0.326904064656346,1.558227305166e-13,-1.75741141726725e-14,-0.217529729408047,-1.39105197240841e-14,2.24420838412541,2662.15627593361,144.567571721312,2483.708,2594.55,3232.25613692946,2,3.64449731293653,7963.7776,35.3,-9.06262500000021,82.1311718906288
74,69.7,87.7,59.1,56.16,53.92,36.2198132780083,39.4,61,52.57,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,1040000,89.85,3.67376581630389,4.31748811353631,3.6168412344903,1.90905665524534,4.50920979484218,1.08751957056636,4.09600984154116,-0.153176864546546,-0.308703341164286,1.558227305166e-13,-1.75741141726725e-14,-0.20288793026719,-1.39105197240841e-14,1.49937626189272,2680.26618257261,145.551024590164,2328.54,2915.6,3254.35022302905,2,3.64449731293653,8073.0225,39.4,-8.45262500000021,71.4468693906286
77,72.9,90,66.03,58.87,59.61,36.2198132780083,43.9,107,91.48,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,1070000,91.85,3.78191432008113,4.35670882668959,3.6168412344903,1.90905665524534,4.53098528779871,1.08751957056636,4.20514028036987,0.00560670771741033,-0.199499000211927,1.558227305166e-13,-1.75741141726725e-14,-0.15488203144471,-1.39105197240841e-14,1.95778537442136,2788.92562240664,151.451741803279,2898.717,3380.3,3326.78984958506,2,3.64449731293653,8436.4225,43.9,-6.45262500000021,41.6363693906277
25.5,12.9,85.6,25.21,10.88,24.84,33.2,0.75,3,0.03,30.8,8.1,63.99525,67.5129845422117,6850000,7.68,-0.287682072451781,3.27714473299218,3.53222564406856,3.45946628978613,2.16102152867226,2.2082744135228,3.26614101733532,-1.51695132410253,-2.07417351989408,-0.655691151754887,3.30481031217853,-2.17521028338881,2.02222357729777,-0.74239643992484,846.6,206.55,18.9075,19.125,254.976,4,11.9679070101666,58.9824,0.75,-90.6226250000002,8212.46016189066
23,9.6,85.2,30.3,8.07,29.99,36.2198132780083,1.1,4,0.04,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,14100000,15.39,0.0953101798043249,3.17805383034795,3.6168412344903,1.90905665524534,2.79667139275574,1.08751957056636,3.44361809754611,-1.50460149070422,-2.16517713735438,1.558227305166e-13,-1.75741141726725e-14,-1.99014754342814,-1.39105197240841e-14,-0.405700569395145,833.055705394191,45.2388319672132,33.33,25.3,557.422926348548,2,3.64449731293653,236.8521,1.1,-82.9126250000002,6874.50338439066
29,16.1,87.1,23.25,7.82,23.22,36.2198132780083,2.9,24,0.25,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,20500000,21.73,1.06471073699243,3.40119738166216,3.6168412344903,1.90905665524534,3.12368563786445,1.08751957056636,3.18841661738349,-1.44108806179864,-1.94676845544966,1.558227305166e-13,-1.75741141726725e-14,-1.83796884416088,-1.39105197240841e-14,-0.872047502054153,1050.37458506224,57.0402663934427,67.425,84.1,787.05654253112,2,3.64449731293653,472.1929,2.9,-76.5726250000002,5863.36689939066
30.8,17.8,87.8,16.38,6.03,16.23,36.2198132780083,4.6,28,0.29,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,25600000,26.42,1.52605630349505,3.45946628978613,3.6168412344903,1.90905665524534,3.31127267413417,1.08751957056636,2.85532011983725,-1.38110315672114,-1.88124585087825,1.558227305166e-13,-1.75741141726725e-14,-1.72539501142216,-1.39105197240841e-14,-1.32648770451761,1115.57024896266,60.5806967213115,75.348,141.68,956.927466804979,2,3.64449731293653,698.0164,4.6,-71.8826250000002,5167.11177689065
27.2,12,92,18.98,6.58,18.93,36.2198132780083,7.7,36,0.36,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,30500000,30.57,2.04122032885964,3.33932197794407,3.6168412344903,1.90905665524534,3.4522073025699,1.08751957056636,2.99473177322041,-1.27171891805042,-2.01229106002108,1.558227305166e-13,-1.75741141726725e-14,-1.62578277136552,-1.39105197240841e-14,-1.15450160169301,985.178921161826,53.4998360655738,146.146,209.44,1107.23969190871,2,3.64449731293653,934.5249,7.7,-67.7326250000002,4587.70848939065
29,15.5,85,20.88,5.9,20.88,35,13.86,33,0.32,27,7.6,63.99525,67.5129845422117,42300000,41.29,2.62900699376176,3.40119738166216,3.58351893845611,3.3322045101752,3.7445506514844,2.15176220325946,3.08557297755378,-1.0543618502402,-1.94676845544966,-0.264857691370377,2.80354740992891,-1.36847115367702,1.85736196822958,-1.02881944962888,1015,220.4,289.3968,401.94,1445.15,4,11.1035868976319,1704.8641,13.86,-57.0126250000002,3250.43940939065
42.9,32.4,85.4,25.8,7.11,25.02,36.2198132780083,15.37,42,0.4,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,51200000,48.65,2.7324175575505,3.78191432008113,3.6168412344903,1.90905665524534,3.90499839049118,1.08751957056636,3.28840188751681,-1.00108114043607,-1.4407883423704,1.558227305166e-13,-1.75741141726725e-14,-1.19180944601029,-1.39105197240841e-14,-0.703368824283873,1553.82998962656,84.3802561475411,396.546,659.373,1762.0939159751,2,3.64449731293653,2366.8225,15.37,-49.6526250000002,2465.38316939065
44.3,31,96.6,17.92,6.66,16.76,36.2198132780083,15.6,76,0.7,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,39600000,36.6,2.74727091425549,3.81330703248899,3.6168412344903,1.90905665524534,3.62700405039585,1.08751957056636,2.94021956362373,-0.992965535631471,-1.38982631659263,1.558227305166e-13,-1.75741141726725e-14,-1.48104498641574,-1.39105197240841e-14,-1.22461901284458,1604.53772821577,87.133924180328,279.552,691.08,1325.6451659751,2,3.64449731293653,1339.56,15.6,-61.7026250000002,3807.21393189065
44.8,32.5,91.8,21,5.06,20.04,36.2198132780083,15.9,160,1.44,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,43065367.1419355,98.302625,2.76631910922619,3.82428409112014,3.6168412344903,1.90905665524534,4.59817200574704,1.08751957056636,3.09104245335832,-0.982379964147208,-1.37162559310057,1.558227305166e-13,-1.75741141726725e-14,-4.77543397547271e-15,-1.39105197240841e-14,-1.02088162949852,1622.64763485477,88.1173770491804,333.9,712.32,3560.50272223807,2,3.64449731293653,9663.40608189063,15.9,-1.98951966012828e-13,3.95818847803695e-26
48,36,92.7,20.73,6.67,19.54,36.2198132780083,16,165,1.45,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,41900000,36.73,2.77258872223978,3.89182029811063,3.6168412344903,1.90905665524534,3.63045553397622,1.08751957056636,3.07869379426834,-0.97885144031912,-1.25514096275139,1.558227305166e-13,-1.75741141726725e-14,-1.47792460299227,-1.39105197240841e-14,-1.03874172479184,1738.5510373444,94.4114754098362,331.68,768,1330.35374170124,2,3.64449731293653,1349.0929,16,-61.5726250000002,3791.18814939065
100,100,100,43.96,14.91,43.96,36.2198132780083,75.57,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,54860,113.32,4.32505937903263,4.61512051684126,3.6168412344903,1.90905665524534,4.73900153362161,1.08751957056636,3.80577320558544,1.12309020407285,0.63773428042282,1.558227305166e-13,-1.75741141726725e-14,0.36046129241462,-1.39105197240841e-14,0.497887955444863,3621.98132780083,196.690573770492,3322.0572,7557,4104.4292406639,2,3.64449731293653,12841.4224,75.57,15.0173749999998,225.521551890619
100,100,100,52.42,30.6,52.42,36.2198132780083,75.18,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,56993,117.68,4.31988523813603,4.61512051684126,3.6168412344903,1.90905665524534,4.77643079542262,1.08751957056636,3.97818520768181,1.10932896114331,0.63773428042282,1.558227305166e-13,-1.75741141726725e-14,0.465114151847628,-1.39105197240841e-14,1.05750427463567,3621.98132780083,196.690573770492,3940.9356,7518,4262.34762655602,2,3.64449731293653,13848.5824,75.18,19.3773749999998,375.482661890617
100,100,100,56.83,31.83,56.83,36.2198132780083,75.2,83,1714.52,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,59446,122.8,4.32015123095579,4.61512051684126,3.6168412344903,1.90905665524534,4.8186673602505,1.08751957056636,4.05750767217013,1.11003466590893,0.63773428042282,1.558227305166e-13,-1.75741141726725e-14,0.588009252833178,-1.39105197240841e-14,1.34921916442663,3621.98132780083,196.690573770492,4273.616,7520,4447.79307053942,2,3.64449731293653,15079.84,75.2,24.4973749999998,600.121381890615
100,100,100,50.91,38.69,50.91,36.2198132780083,80.73,108,2232.05,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,58475,120.85,4.39111025340692,4.61512051684126,3.6168412344903,1.90905665524534,4.80279078007122,1.08751957056636,3.94951144983914,1.30516203360219,0.63773428042282,1.558227305166e-13,-1.75741141726725e-14,0.541203501481259,-1.39105197240841e-14,0.957620037995233,3621.98132780083,196.690573770492,4109.9643,8073,4377.1644346473,2,3.64449731293653,14604.7225,80.73,22.5473749999998,508.384119390615
100,100,100,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,85.34,150,3099.69,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,58722,121.35,4.44664327775985,4.61512051684126,3.6168412344903,1.90905665524534,4.80688578988868,1.08751957056636,3.62255743873369,1.46782698207705,0.63773428042282,1.558227305166e-13,-1.75741141726725e-14,0.553204976186879,-1.39105197240841e-14,-1.17503342320873e-14,3621.98132780083,196.690573770492,3109.20745928572,8534,4395.27434128631,2,3.64449731293653,14725.8225,85.34,23.0473749999998,531.181494390615
100,100,100,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,90,166,3428.48,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,57751,119.28,4.49980967033027,4.61512051684126,3.6168412344903,1.90905665524534,4.78982235812033,1.08751957056636,3.62255743873369,1.63225619246594,0.63773428042282,1.558227305166e-13,-1.75741141726725e-14,0.503518870905612,-1.39105197240841e-14,-1.17503342320873e-14,3621.98132780083,196.690573770492,3278.98607142857,9000,4320.29932780083,2,3.64449731293653,14227.7184,90,20.9773749999998,440.050261890616
100,100,100,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,93.3,174,3590.22,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,58282,120.26,4.5358201078533,4.61512051684126,3.6168412344903,1.90905665524534,4.79793700064358,1.08751957056636,3.62255743873369,1.74869747879284,0.63773428042282,1.558227305166e-13,-1.75741141726725e-14,0.527041761328628,-1.39105197240841e-14,-1.17503342320873e-14,3621.98132780083,196.690573770492,3399.21556071429,9330,4355.79474481328,2,3.64449731293653,14462.4676,93.3,21.9573749999998,482.126316890616
100,100,100,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,94.2,177,3625.86,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,53213,109.01,4.54542018158232,4.61512051684126,3.6168412344903,1.90905665524534,4.70057127075134,1.08751957056636,3.62255743873369,1.78045419324564,0.63773428042282,1.558227305166e-13,-1.75741141726725e-14,0.257008580452174,-1.39105197240841e-14,-1.17503342320873e-14,3621.98132780083,196.690573770492,3432.00542142857,9420,3948.32184543569,2,3.64449731293653,11883.1801,94.2,10.7073749999998,114.647879390621
100,100,100,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,95.11,178,3595.96,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,54487,110.07,4.55503411649429,4.61512051684126,3.6168412344903,1.90905665524534,4.71016063317903,1.08751957056636,3.62255743873369,1.81256376008123,0.63773428042282,1.558227305166e-13,-1.75741141726725e-14,0.282451706828089,-1.39105197240841e-14,-1.17503342320873e-14,3621.98132780083,196.690573770492,3465.15961392857,9511,3986.71484751037,2,3.64449731293653,12115.4049,95.11,11.7673749999998,138.47111439062
100,100,100,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,97.58,190,3782.6,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,56619,112.72,4.58067255438769,4.61512051684126,3.6168412344903,1.90905665524534,4.7337392867828,1.08751957056636,3.62255743873369,1.89971829863501,0.63773428042282,1.558227305166e-13,-1.75741141726725e-14,0.346059522767876,-1.39105197240841e-14,-1.17503342320873e-14,3621.98132780083,196.690573770492,3555.149565,9758,4082.6973526971,2,3.64449731293653,12705.7984,97.58,14.4173749999998,207.860701890619
100,100,100,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,43.7411033057851,225,4415.66,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,56792,111.46,3.77828823911397,4.61512051684126,3.6168412344903,1.90905665524534,4.72259760286406,1.08751957056636,3.62255743873369,-6.26791743501073e-15,0.63773428042282,1.558227305166e-13,-1.75741141726725e-14,0.315815806509713,-1.39105197240841e-14,-1.17503342320873e-14,3621.98132780083,196.690573770492,1593.62742765097,4374.11033057851,4037.0603879668,2,3.64449731293653,12423.3316,43.7411033057851,13.1573749999998,173.116516890619
100,100,100,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,43.7411033057851,243,4701.92,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,54959,106.34,3.77828823911397,4.61512051684126,3.6168412344903,1.90905665524534,4.67600136674868,1.08751957056636,3.62255743873369,-6.26791743501073e-15,0.63773428042282,1.558227305166e-13,-1.75741141726725e-14,0.192920705524163,-1.39105197240841e-14,-1.17503342320873e-14,3621.98132780083,196.690573770492,1593.62742765097,4374.11033057851,3851.6149439834,2,3.64449731293653,11308.1956,43.7411033057851,8.0373749999998,64.5993968906218
86.2,75.4,96.5,20.13,6.2,19.55,40.4,13,82041.0339782916,3567.78490926012,1,0.1,63.99525,67.5129845422117,6e+05,66.91,2.56494935746154,4.46820433091493,3.72328088083127,0.693147180559945,4.2181832991257,0.0953101798043249,3.05069383162797,-1.08470715516176,0.135394312041972,0.907642689783156,-0.626146131779045,-0.753515589761042,-0.615562167793379,-1.07843082544367,3482.48,8.62,261.69,1120.6,2703.164,1,0.480453013918201,4476.9481,13,-31.3926250000002,985.496904390638
85.6,76.1,94.6,24.98,5.75,24.3,36.2198132780083,17,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,640000,71,2.83321334405622,4.46129981556839,3.6168412344903,1.90905665524534,4.27666611901606,1.08751957056636,3.25732701124245,-0.94356620203824,0.1135534438515,1.558227305166e-13,-1.75741141726725e-14,-0.65534352666907,-1.39105197240841e-14,-0.757610595174708,3100.41601659751,168.367131147541,424.66,1455.2,2571.60674273859,2,3.64449731293653,5041,17,-27.3026250000002,745.433331890636
92.4,87.4,96.9,14.1,4.4,13.06,36.2198132780083,20,13,14.36,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,697920,77.1,2.99573227355399,4.5368913452348,3.6168412344903,1.90905665524534,4.35799005684564,1.08751957056636,2.71469474382088,-0.837710487195603,0.361083283343512,1.558227305166e-13,-1.75741141726725e-14,-0.508925535260504,-1.39105197240841e-14,-1.47730628699457,3346.71074688797,181.742090163935,282,1848,2792.54760373444,2,3.64449731293653,5944.41,20,-21.2026250000002,449.551306890634
92.5,87.5,97,18.32,5.99,17.43,36.2198132780083,28,21,23.12,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,727000,80.03,3.3322045101752,4.53796143629464,3.6168412344903,1.90905665524534,4.39481945647263,1.08751957056636,2.96114082878437,-0.555428580948569,0.364723428041924,1.558227305166e-13,-1.75741141726725e-14,-0.43859689348557,-1.39105197240841e-14,-1.19815961241003,3350.33272821577,181.938780737705,512.96,2590,2898.671656639,2,3.64449731293653,6404.8009,28,-18.2726250000002,333.888824390632
92.6,87.5,97.1,20.58,6.17,18.75,36.2198132780083,33.74,41,45,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,858809,94.26,3.51868407711782,4.53903038348355,3.6168412344903,1.90905665524534,4.55660999537271,1.08751957056636,3.07176695982999,-0.352891313216322,0.368363572740336,1.558227305166e-13,-1.75741141726725e-14,-0.0970349233636201,-1.39105197240841e-14,-1.0486639999548,3353.95470954357,182.135471311476,694.3692,3124.324,3414.07959958506,2,3.64449731293653,8884.9476,33.74,-4.0426250000002,16.3428168906266
91.8,85.4,97.3,16.07,6.47,14.1,36.7,35.2,43,47.07,0.4,0.1,63.99525,67.5129845422117,930406,101.86,3.56104608260405,4.53044663979215,3.62966009445396,0.336472236621213,4.63336884034677,0.0953101798043249,2.83732253680635,-0.301374865326239,0.33924241515304,0.104262798992773,-0.705292905818459,0.085387492161806,-0.615562167793379,-1.34699373985439,3369.06,9.18,565.664,3231.36,3738.262,1,0.113213566016882,10375.4596,35.2,3.55737499999979,12.6549168906235
93,88.2,97,20.45,5.22,18.39,36.2198132780083,37.4,64,69.9,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,876176,95.7,3.62167070442049,4.54329478227,3.6168412344903,1.90905665524534,4.57161340245925,1.08751957056636,3.06572464537403,-0.223747341108305,0.382924151533984,1.558227305166e-13,-1.75741141726725e-14,-0.0624706762114341,-1.39105197240841e-14,-1.05726330509603,3368.44263485477,182.922233606558,764.83,3478.2,3466.2361307054,2,3.64449731293653,9158.49,37.4,-2.6026250000002,6.77365689062605
93.2,88.8,96.8,21.46,6.11,18.15,36.2198132780083,42.5,79,86.13,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,965950,105.32,3.74950407593037,4.54542018158232,3.6168412344903,1.90905665524534,4.66645341440499,1.08751957056636,3.1117359493103,-0.0437926258758205,0.390204440930808,1.558227305166e-13,-1.75741141726725e-14,0.168437697124697,-1.39105197240841e-14,-0.990453318998781,3375.68659751037,183.315614754099,912.05,3961,3814.67073443983,2,3.64449731293653,11092.3024,42.5,7.01737499999979,49.243551890622
