"Access_Electricity","Access.to.electricity..rural....of.rural.population.","Access.to.electricity..urban....of.urban.population.","Communications_Imports","Computer..communications.and.other.services....of.commercial.service.exports.","Computer..communications.and.other.services....of.commercial.service.imports.","Gini_Index","Internet_Usage","Secure.Internet.servers","Secure.Internet.servers..per.1.million.people.","Poverty_Rate","Poverty_Gap","Individuals.using.the.Internet..female....of.female.population.","Individuals.using.the.Internet..male....of.male.population.","Mobile.cellular.subscriptions","Mobile_Cellular_Subscriptions","Log_Internet_Usage","Log_Access_Electricity","Log_Gini_Index","Log_Poverty_Rate","Log_Mobile_Cellular_Subscriptions","Log_Poverty_Gap","Log_Communications_Imports","Scaled_Internet_Usage","Scaled_Access_Electricity","Scaled_Gini_Index","Scaled_Poverty_Rate","Scaled_Mobile_Cellular_Subscriptions","Scaled_Poverty_Gap","Scaled_Communications_Imports","Internet_x_Electricity","Mobile_Cellular_x_Gini","Poverty_Gap_x_Electricity","Communications_x_Internet"
100,100,100,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,90,166,3428.48,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,57751,119.28,4.51085950651685,4.61512051684126,3.6168412344903,1.90905665524534,4.78982235812033,1.08751957056636,3.62255743873369,1.04724221408153,0.51899512395935,0.0607291704414302,0.394166300634521,0.535434913698482,0.336626426613018,0.205735809915778,0.543513602712709,0.0325165181342876,0.174707474008016,0.215455225092057
100,100,100,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,93.3,174,3590.22,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,58282,120.26,4.54648118963941,4.61512051684126,3.6168412344903,1.90905665524534,4.79793700064358,1.08751957056636,3.62255743873369,1.08244275505136,0.51899512395935,0.0607291704414302,0.394166300634521,0.549053724342109,0.336626426613018,0.205735809915778,0.561782511836782,0.0333435772070739,0.174707474008016,0.222697236897958
100,100,100,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,94.2,177,3625.86,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,53213,109.01,4.55597994179732,4.61512051684126,3.6168412344903,1.90905665524534,4.70057127075134,1.08751957056636,3.62255743873369,1.09182920693086,0.51899512395935,0.0607291704414302,0.394166300634521,0.385644746709323,0.336626426613018,0.205735809915778,0.566654034593521,0.0234198855527527,0.174707474008016,0.224628366177622
100,100,100,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,95.11,178,3595.96,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,54487,110.07,4.56549336883519,4.61512051684126,3.6168412344903,1.90905665524534,4.71016063317903,1.08751957056636,3.62255743873369,1.10123016019458,0.51899512395935,0.0607291704414302,0.394166300634521,0.401738580876565,0.336626426613018,0.205735809915778,0.571533083497959,0.0243972507509512,0.174707474008016,0.226562478911313
100,100,100,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,97.58,190,3782.6,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,56619,112.72,4.59086840127723,4.61512051684126,3.6168412344903,1.90905665524534,4.7337392867828,1.08751957056636,3.62255743873369,1.12630519289344,0.51899512395935,0.0607291704414302,0.394166300634521,0.441310652935327,0.336626426613018,0.205735809915778,0.58454690320179,0.0268004298597283,0.174707474008016,0.231721311072278
100,100,100,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,43.7411033057851,225,4415.66,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,56792,111.46,3.8008926161465,4.61512051684126,3.6168412344903,1.90905665524534,4.72259760286406,1.08751957056636,3.62255743873369,0.345669003020243,0.51899512395935,0.0607291704414302,0.394166300634521,0.422611556443323,0.336626426613018,0.205735809915778,0.179400527071396,0.0256648492417646,0.174707474008016,0.0711164922991493
100,100,100,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,43.7411033057851,243,4701.92,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,54959,106.34,3.8008926161465,4.61512051684126,3.6168412344903,1.90905665524534,4.67600136674868,1.08751957056636,3.62255743873369,0.345669003020243,0.51899512395935,0.0607291704414302,0.394166300634521,0.344409058361337,0.336626426613018,0.205735809915778,0.179400527071396,0.0209156764067981,0.174707474008016,0.0711164922991493
86.2,75.4,96.5,20.13,6.2,19.55,40.4,13,82041.0339782916,3567.78490926012,1,0.1,63.99525,67.5129845422117,6e+05,66.91,2.63905732961526,4.46820433091493,3.72328088083127,0.693147180559945,4.2181832991257,0.0953101798043249,3.05069383162797,-0.802430329148391,0.266061297350764,0.947959877325913,-1.11693484267735,-0.42394734850673,-1.53082809963381,-0.921083893873106,-0.213495654406821,-0.401885076483086,-0.407294110209576,0.739105652133878
85.6,76.1,94.6,24.98,5.75,24.3,36.2198132780083,17,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,640000,71,2.89037175789616,4.46129981556839,3.6168412344903,1.90905665524534,4.27666611901606,1.08751957056636,3.25732701124245,-0.554087099588638,0.254174346457858,0.0607291704414302,0.394166300634521,-0.325795587944343,0.336626426613018,-0.513926775719394,-0.140834726418672,-0.019785295789338,0.0855618019848081,0.284760196559299
92.4,87.4,96.9,14.1,4.4,13.06,36.2198132780083,20,13,14.36,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,697920,77.1,3.04452243772342,4.5368913452348,3.6168412344903,1.90905665524534,4.35799005684564,1.08751957056636,2.71469474382088,-0.401758886962728,0.384314226806433,0.0607291704414302,0.394166300634521,-0.189309561983132,0.336626426613018,-1.58314804324661,-0.154401656005694,-0.0114966126558661,0.129370324866394,0.63604379575198
92.5,87.5,97,18.32,5.99,17.43,36.2198132780083,28,21,23.12,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,727000,80.03,3.36729582998647,4.53796143629464,3.6168412344903,1.90905665524534,4.39481945647263,1.08751957056636,2.96114082878437,-0.082801526659617,0.386156516850103,0.0607291704414302,0.394166300634521,-0.127498752917796,0.336626426613018,-1.09754220820498,-0.0319743491247486,-0.00774289349701463,0.12999048838058,0.0908781704127398
92.6,87.5,97.1,20.58,6.17,18.75,36.2198132780083,33.74,41,45,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,858809,94.26,3.54789176081296,4.53903038348355,3.6168412344903,1.90905665524534,4.55660999537271,1.08751957056636,3.07176695982999,0.0956592844191177,0.387996837582822,0.0607291704414302,0.394166300634521,0.144034430077697,0.336626426613018,-0.879560677876395,0.0371154998400534,0.00874709145362273,0.130609988972657,-0.0841381450488501
91.8,85.4,97.3,16.07,6.47,14.1,36.7,35.2,43,47.07,0.4,0.1,63.99525,67.5129845422117,930406,101.86,3.58905911883173,4.53044663979215,3.62966009445396,0.336472236621213,4.63336884034677,0.0953101798043249,2.83732253680635,0.13633993579579,0.373218893785807,0.167581143160162,-1.56020132492594,0.272858857269542,-1.53082809963381,-1.34151802578928,0.0508846400165326,0.0457259992226054,-0.571333969921561,-0.182902481505004
93,88.2,97,20.45,5.22,18.39,36.2198132780083,37.4,64,69.9,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,876176,95.7,3.64805745959368,4.54329478227,3.6168412344903,1.90905665524534,4.57161340245925,1.08751957056636,3.06572464537403,0.194640760717444,0.395338511316338,0.0607291704414302,0.394166300634521,0.169214659463666,0.336626426613018,-0.891466661927253,0.076948988583514,0.0102762658957575,0.133081390366929,-0.173515749231761
93.2,88.8,96.8,21.46,6.11,18.15,36.2198132780083,42.5,79,86.13,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,965950,105.32,3.77276093809464,4.54542018158232,3.6168412344903,1.90905665524534,4.66645341440499,1.08751957056636,3.1117359493103,0.317869915526046,0.398997641028596,0.0607291704414302,0.394166300634521,0.328384722769173,0.336626426613018,-0.800804407452256,0.126829346448852,0.0199425317994109,0.13431315012648,-0.254551629349734
93.4,89.3,96.7,21.55,5.61,19.29,36.2198132780083,49.42,99,107.8,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,1040000,113.75,3.92038792175977,4.54754107315146,3.6168412344903,1.90905665524534,4.74275584894065,1.08751957056636,3.11573506594869,0.463751559267509,0.402649010120583,0.0607291704414302,0.394166300634521,0.456443155979348,0.336626426613018,-0.792924410596546,0.18672910628094,0.0277194142162941,0.135542297456161,-0.367719931795419
96,95.1,96.7,21.3,4.22,19.51,36.2198132780083,65.78,131,142.54,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,1030000,112.5,4.20140363451551,4.57471097850338,3.6168412344903,1.90905665524534,4.73180283692146,1.08751957056636,3.10458667846607,0.741444925860809,0.449425259353614,0.0607291704414302,0.394166300634521,0.438060707678108,0.336626426613018,-0.814891576411594,0.333224078101415,0.0266030633802773,0.151288419085836,-0.604197224457092
95.1,92.7,96.9,19.84,4.29,18.25,36.2198132780083,68.9,153,166.49,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,1020000,110.45,4.24706564923976,4.56538931597625,3.6168412344903,1.90905665524534,4.71357605983188,1.08751957056636,3.03687421688517,0.78656709525791,0.43337689981803,0.0607291704414302,0.394166300634521,0.407470693994184,0.336626426613018,-0.948314537679538,0.340880009241746,0.0247453572254606,0.145886117162372,-0.745913011293442
96.1,94.8,97.1,21.95,3.85,20.46,30.7,77.19,187,203.6,1.3,0.2,63.99525,67.5129845422117,1030000,112.14,4.35914176213642,4.57574137529728,3.45631668088323,0.832909122935104,4.72862598991501,0.182321556793955,3.13331793650655,0.897318173195023,0.451199210959846,-1.27732782302954,-0.943242281420493,0.432729002960298,-1.36706247585811,-0.758278518206141,0.404869251725525,-0.55273679531302,-0.616817510439994,-0.680417094729763
100,100,100,58.58,66.02,58.53,27.8,83.67,82041.0339782916,3567.78490926012,0.1,0,82.7,84.65,6830000,128.54,4.43876134765419,4.61512051684126,3.3603753871419,0.0953101798043249,4.86398971375477,0,4.08731994728514,0.975996445425335,0.51899512395935,-2.07704921249052,-1.85991135052117,0.65991004238457,-1.71021304431398,1.12151982853633,0.506537396177406,-1.37066563384945,-0.887592230930629,1.09459936612549
100,100,100,64.09,68.34,64.04,27.5,82.49,82041.0339782916,3567.78490926012,0.1,0,82.74,82.24,7700000,144.23,4.42472686420591,4.61512051684126,3.3499040872746,0.0953101798043249,4.97831869261971,0,4.1757709275843,0.962127886550346,0.51899512395935,-2.16433303109227,-1.85991135052117,0.851788453513383,-1.71021304431398,1.29580667977516,0.499339681744944,-1.84355388544202,-0.887592230930629,1.24673174218989
100,100,100,59.28,66.55,59.21,27.7,86.89,5457,1017.46,0.1,0,86.08,87.71,8390000,156.43,4.47608603257655,4.61512051684126,3.35689712276558,0.0953101798043249,5.05898091502654,0,4.0990003737583,1.01287985422652,0.51899512395935,-2.10604238437172,-1.85991135052117,0.987163921983404,-1.71021304431398,1.1445353422621,0.525679705500221,-2.07900906001966,-0.887592230930629,1.15927679062754
100,100,100,56.6,65.18,56.58,27.6,88.71,8519,1581.03,0,0,88.41,89.01,8940000,165.92,4.49658224557119,4.61512051684126,3.35340671782581,0,5.11751465572335,0,4.05352256770185,1.03313374797887,0.51899512395935,-2.13513675426565,-1.97836040011743,1.08540114297353,-1.71021304431398,1.0549243103434,0.53619137759888,-2.31747987348473,-0.887592230930629,1.08987790657909
100,100,100,60.33,67.71,60.33,27.1,89.88,11939,2205.22,0.1,0,89.64,90.12,9320000,172.15,4.50953995497284,4.61512051684126,3.3357695763397,0.0953101798043249,5.15415827084843,0,4.11626911963789,1.04593826311361,0.51899512395935,-2.28215164999363,-1.85991135052117,1.14690014976971,-1.71021304431398,1.17856227259141,0.542836858518476,-2.6174000691749,-0.887592230930629,1.23270337636549
100,100,100,53.96,69.29,53.92,27.2,91.51,13736,2525.48,0.1,0.1,90.98,92.05,7410000,136.26,4.52731674678323,4.61512051684126,3.33932197794407,0.0953101798043249,4.92187693748049,0.0953101798043249,4.00660564791409,1.0635048864054,0.51899512395935,-2.25254050513427,-1.85991135052117,0.757062213456351,-1.53082809963381,0.96247759927275,0.551953850351346,-1.70531330071704,-0.794492319329906,1.02359962988231
100,100,100,53.73,70.59,53.68,26.8,86.53,16433,3008.87,0.1,0,84.24,88.93,7600000,139.21,4.47198159174435,4.61512051684126,3.32503602069659,0.0953101798043249,4.94314129873304,0,4.00241200515583,1.00882393869959,0.51899512395935,-2.37162150909211,-1.85991135052117,0.792750206923244,-1.71021304431398,0.954214301465456,0.523574705118551,-1.88010344207639,-0.887592230930629,0.962634229967856
100,100,100,56.78,72.9,56.58,27.1,86.42,18604,3395.18,0.1,0.1,84.82,88.1,7400000,134.98,4.47072408943517,4.61512051684126,3.3357695763397,0.0953101798043249,4.91250781609831,0.0953101798043249,4.05664269503809,1.00758130338105,0.51899512395935,-2.28215164999363,-1.85991135052117,0.741338010001263,-1.53082809963381,1.0610723164713,0.52292978344737,-1.69184576272737,-0.794492319329906,1.0691166276117
100,100,100,56.44,73.1,56.26,27.1,87.7,39189,7131.36,0,0,86.61,88.84,7220000,131.39,4.48525988931553,4.61512051684126,3.3357695763397,0,4.88575211194957,0,4.05074092473997,1.021945251807,0.51899512395935,-2.28215164999363,-1.97836040011743,0.696433891625824,-1.71021304431398,1.04944326545891,0.530384602641242,-1.58936775488536,-0.887592230930629,1.07247356217657
100,100,100,57.07,71.64,56.99,27.4,87.47,122966,22324.11,0.1,0.1,86.84,88.12,7160000,129.99,4.48266351149529,4.61512051684126,3.34638914516716,0.0953101798043249,4.87512098440956,0.0953101798043249,4.06164917938396,1.01937957001369,0.51899512395935,-2.19363193124697,-1.85991135052117,0.678591662287852,-1.53082809963381,1.07093726527646,0.529053026300885,-1.48858033867259,-0.794492319329906,1.09169156898916
100,100,100,58.02,70.92,57.97,27.3,88.89,187523,33999.12,0.1,0,87.65,90.18,7150000,129.64,4.49858670058531,4.61512051684126,3.34286180464919,0.0953101798043249,4.87244544866221,0,4.07787636951479,1.03511450505325,0.51899512395935,-2.2230341787061,-1.85991135052117,0.674101308632844,-1.71021304431398,1.10291187836488,0.537219380862234,-1.49855024900132,-0.887592230930629,1.14164008309102
100,100,100,61.46,72.99,61.41,27.7,89.61,318556,57692.64,0,0,88.89,90.35,7150000,129.49,4.50656458223397,4.61512051684126,3.35689712276558,0,4.87129659547416,0,4.13452635185493,1.04299806712021,0.51899512395935,-2.10604238437172,-1.97836040011743,0.672173187464155,-1.71021304431398,1.21453695036979,0.541310911134415,-1.41562522243775,-0.887592230930629,1.26675969168176
100,100,100,49.11,48.04,48.83,33,70.68,82041.0339782916,3567.78490926012,0,0,71.87,69.43,5.8e+07,93.93,4.27221176866667,4.61512051684126,3.52636052461616,0,4.55313977789371,0,3.91422058897163,0.811415921296636,0.51899512395935,-0.693475366502251,-1.97836040011743,0.138210361475371,-1.71021304431398,0.780438904278792,0.421120906655938,-0.0958454810785413,-0.887592230930629,0.633260552531114
100,100,100,52.21,49.2,51.94,32.7,71.58,82041.0339782916,3567.78490926012,0,0,72.29,70.84,57900000,93.28,4.28468940178492,4.61512051684126,3.51749783735832,0,4.54626907806793,0,3.97424634860828,0.823746035914585,0.51899512395935,-0.767350548833138,-1.97836040011743,0.126679260795547,-1.71021304431398,0.898715723878824,0.427520176020513,-0.097207400297239,-0.887592230930629,0.740313514959288
100,100,100,50.11,49.65,49.9,33.7,77.28,18081,278.04,0.1,0,78.63,81.64,57800000,92.54,4.36029214252788,4.61512051684126,3.54673968695281,0.0953101798043249,4.53838915229774,0,3.93398017278019,0.898454953059155,0.51899512395935,-0.523604277794005,-1.85991135052117,0.113454375454943,-1.71021304431398,0.819373867262074,0.466293739734828,-0.0594051963226556,-0.887592230930629,0.736170509448845
100,100,100,48.43,48.6,48.23,33.3,77.82,26229,401.39,0,0,76.82,78.86,59800000,95.29,4.36716677176686,4.61512051684126,3.53514535417189,0,4.56736447125219,0,3.90055752731887,0.905248306066832,0.51899512395935,-0.620249169267207,-1.97836040011743,0.162083675026478,-1.71021304431398,0.75351673806098,0.469819456821147,-0.100532264786949,-0.887592230930629,0.682119750722707
100,100,100,51.79,49.41,51.67,33.1,81.44,40871,622.44,0.1,0,80.42,82.52,62300000,98.71,4.41207075602226,4.61512051684126,3.52929738428947,0.0953101798043249,4.6022659728407,0,3.96632177883552,0.949621406912526,0.51899512395935,-0.668995088959578,-1.85991135052117,0.22065889136532,-1.71021304431398,0.883100879267218,0.492848879795018,-0.147619714658664,-0.887592230930629,0.838611499415425
100,100,100,51.75,52.61,52.58,32.5,81.92,54208,821.3,0.1,0,79.9,84.03,63300000,99.98,4.41787628756758,4.61512051684126,3.51154543883102,0.0953101798043249,4.61492247743077,0,3.96556377235618,0.955358301778206,0.51899512395935,-0.816966936472315,-1.85991135052117,0.241900312528153,-1.71021304431398,0.881607277251079,0.495826300256974,-0.197624557257821,-0.887592230930629,0.842250831229899
100,100,100,53.74,55.47,55.23,32.3,83.75,78843,1188.97,0,0,82.46,85.11,65400000,102.89,4.43970574626056,4.61512051684126,3.5055573969864,0,4.64333264708244,0,4.00259470361253,0.976929678751822,0.51899512395935,-0.866880429999336,-1.97836040011743,0.289581121600211,-1.71021304431398,0.954574296783064,0.507021739723369,-0.251032207212481,-0.887592230930629,0.932551961101025
100,100,100,57.69,54.11,58.87,32.7,78.01,126340,1898.47,0.1,0.1,75.9,80.3,66700000,104.5,4.36957442673464,4.61512051684126,3.51749783735832,0.0953101798043249,4.65871095291612,0.0953101798043249,4.07226935457024,0.907627496209059,0.51899512395935,-0.767350548833138,-1.85991135052117,0.315390543835193,-1.53082809963381,1.09186362343057,0.471054244903935,-0.242015106908718,-0.794492319329906,0.991005446736042
100,100,100,55.9,55.02,58.13,31.9,79.27,446252,6688.02,0.1,0,77.84,80.83,67600000,105.6,4.38539595214349,4.61512051684126,3.49347265777133,0.0953101798043249,4.66908351173174,0,4.04129534113228,0.923261969500031,0.51899512395935,-0.967613118286896,-1.85991135052117,0.332798817088757,-1.71021304431398,1.03083136291664,0.479168460307622,-0.322020501165443,-0.887592230930629,0.951727394348821
100,100,100,54.28,54.19,56.66,31.6,80.5,991690,14819.48,0,0,78.98,82.16,6.9e+07,107.6,4.40060302024682,4.61512051684126,3.48431228837266,0,4.68767140749983,0,4.01241117945941,0.938289249989853,0.51899512395935,-1.0439696385901,-1.97836040011743,0.363994896522149,-1.71021304431398,0.973917018139328,0.486967545608209,-0.379999620570867,-0.887592230930629,0.913815868502304
100,100,100,54.19,54.8,56.51,32.4,82.04,1367541,20362.93,0,0,80.41,83.82,70400000,109.56,4.41932241941758,4.61512051684126,3.50855589998265,0,4.70555836001936,0,4.01078177745141,0.95678733653938,0.51899512395935,-0.841886322780663,-1.97836040011743,0.394014582374827,-1.71021304431398,0.970706388427629,0.496567962329992,-0.331715487877502,-0.887592230930629,0.928759579945432
100,100,100,53.74,54.19,56.06,31.2,83.34,1971311,29253.15,0.1,0,82.17,84.62,7.2e+07,111.86,4.43485624831841,4.61512051684126,3.47196645255036,0.0953101798043249,4.72614811254099,0,4.00259470361253,0.97213751465311,0.51899512395935,-1.14687870509159,-1.85991135052117,0.428570379501762,-1.71021304431398,0.954574296783064,0.504534629922925,-0.491518241883592,-0.887592230930629,0.927977484426428
100,100,100,27.37,22.65,27.24,36.2198132780083,33.87,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,187146,66.7,3.55162686068756,4.61512051684126,3.6168412344903,1.90905665524534,4.21508617991823,1.08751957056636,3.34533224882076,0.0993502255717275,0.51899512395935,0.0607291704414302,0.394166300634521,-0.429145245999614,0.336626426613018,-0.340518231255881,0.0515622826359881,-0.02606163478844,0.174707474008016,-0.0338305630865574
100,100,100,33.96,23.33,33.2,36.2198132780083,44.6,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,208261,73.78,3.81990771652034,4.61512051684126,3.6168412344903,1.90905665524534,4.31455046954897,1.08751957056636,3.55420455078733,0.364459294805495,0.51899512395935,0.0607291704414302,0.394166300634521,-0.262214253980979,0.336626426613018,0.0710509305288207,0.189152596885715,-0.0159240541221833,0.174707474008016,0.0258951720358082
100,100,100,27.83,13.57,27.3,36.2198132780083,49,17,59.9,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,215890,76.07,3.91202300542815,4.61512051684126,3.6168412344903,1.90905665524534,4.3447140997899,1.08751957056636,3.36141651165031,0.455485538287323,0.51899512395935,0.0607291704414302,0.394166300634521,-0.211590610684518,0.336626426613018,-0.308825247033672,0.23639477340512,-0.0128497222600664,0.174707474008016,-0.140665433881848
100,100,100,22.21,11.45,22.08,36.2198132780083,49,21,73.62,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,222827,78.11,3.91202300542815,4.61512051684126,3.6168412344903,1.90905665524534,4.3708392890333,1.08751957056636,3.14458322028635,0.455485538287323,0.51899512395935,0.0607291704414302,0.394166300634521,-0.167744685948449,0.336626426613018,-0.736081015909941,0.23639477340512,-0.0101869956236075,0.174707474008016,-0.335274257754819
100,100,100,20.93,9.16,20.84,36.2198132780083,52.88,35,122.13,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,227601,79.42,3.98675935154216,4.61512051684126,3.6168412344903,1.90905665524534,4.38726290146913,1.08751957056636,3.0878555624298,0.529338303870303,0.51899512395935,0.0607291704414302,0.394166300634521,-0.140180924857713,0.336626426613018,-0.847859142421733,0.2747239986336,-0.00851307127832135,0.174707474008016,-0.44880432037045
100,100,100,20.11,7.5,20,36.2198132780083,56.8,42,145.82,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,243395,84.5,4.05698877567833,4.61512051684126,3.6168412344903,1.90905665524534,4.44851637594271,1.08751957056636,3.04974686186023,0.598737431168332,0.51899512395935,0.0607291704414302,0.394166300634521,-0.0373791726265875,0.336626426613018,-0.922949835646491,0.310741807308311,-0.00227000614539967,0.174707474008016,-0.552604613692214
100,100,100,18.74,5.77,18.58,36.2198132780083,60.68,49,169.04,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,255123,88.01,4.12195972925507,4.61512051684126,3.6168412344903,1.90905665524534,4.48874872297084,1.08751957056636,2.98264703400534,0.662940256884291,0.51899512395935,0.0607291704414302,0.394166300634521,0.0301428056188326,0.336626426613018,-1.05516564236727,0.344062760799306,0.00183054758000898,0.174707474008016,-0.699511782006435
100,100,100,18.71,5.53,17.1,36.2198132780083,64.56,58,198.78,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,268334,91.96,4.18296575387563,4.61512051684126,3.6168412344903,1.90905665524534,4.5321692931036,1.08751957056636,2.98112612116463,0.723225029551366,0.51899512395935,0.0607291704414302,0.394166300634521,0.103015581096198,0.336626426613018,-1.05816250129544,0.375350263862516,0.00625605078251399,0.174707474008016,-0.765289606269545
100,100,100,24.21,6.06,23.96,36.2198132780083,68.44,72,245.28,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,280111,95.42,4.2404630703521,4.61512051684126,3.6168412344903,1.90905665524534,4.56871364897748,1.08751957056636,3.22724074119983,0.780042576249578,0.51899512395935,0.0607291704414302,0.394166300634521,0.164348001016511,0.336626426613018,-0.573209796139463,0.40483829355422,0.00998071776544003,0.174707474008016,-0.447128046112122
100,100,100,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,72.7,165,558.47,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,287839,97.42,4.30000279919529,4.61512051684126,3.6168412344903,1.90905665524534,4.58924403543783,1.08751957056636,3.62255743873369,0.83887838861887,0.51899512395935,0.0607291704414302,0.394166300634521,0.1988041640382,0.336626426613018,0.205735809915778,0.43537379328807,0.0120732119623419,0.174707474008016,0.172587324703346
100,100,100,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,43.7411033057851,206,692.19,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,302673,101.7,3.8008926161465,4.61512051684126,3.6168412344903,1.90905665524534,4.63181211693451,1.08751957056636,3.62255743873369,0.345669003020243,0.51899512395935,0.0607291704414302,0.394166300634521,0.270246207197124,0.336626426613018,0.205735809915778,0.179400527071396,0.0164118279780242,0.174707474008016,0.0711164922991493
100,100,100,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,43.7411033057851,302,1007.62,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,318000,106.1,3.8008926161465,4.61512051684126,3.6168412344903,1.90905665524534,4.6737629774537,1.08751957056636,3.62255743873369,0.345669003020243,0.51899512395935,0.0607291704414302,0.394166300634521,0.340652367925785,0.336626426613018,0.205735809915778,0.179400527071396,0.0206875357130418,0.174707474008016,0.0711164922991493
82,18.3,93.8,46.14,47,45.66,36.2198132780083,7.5,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,1300000,81.25,2.14006616349627,4.4188406077966,3.6168412344903,1.90905665524534,4.40976338964548,1.08751957056636,3.85312189750799,-1.29552210491092,0.181075730204142,0.0607291704414302,0.394166300634521,-0.102418338645852,0.336626426613018,0.660047942935053,-0.234587611142352,-0.00621978074395205,0.0609548760049633,-0.855106700373343
82.7,17.9,94.2,40.39,20.25,39.77,36.2198132780083,9.5,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,1450000,87.69,2.35137525716348,4.42723897749543,3.6168412344903,1.90905665524534,4.48514714338836,1.08751957056636,3.72303930576064,-1.08671124150119,0.195534530450047,0.0607291704414302,0.394166300634521,0.0240982718995527,0.336626426613018,0.403728733809837,-0.212489572341723,0.00146346806153186,0.0658220902648537,-0.438736553548192
89.3,50,96,35.83,52.05,33.85,36.2198132780083,13,4,2.34,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,1610000,94.09,2.63905732961526,4.50313746042294,3.6168412344903,1.90905665524534,4.55482381155135,1.08751957056636,3.60631273045697,-0.802430329148391,0.326202867635634,0.0607291704414302,0.394166300634521,0.141036676428277,0.336626426613018,0.1737266784707,-0.261755074446011,0.00856504036130566,0.109808505683103,-0.1394035557871
88.7,42.4,96.2,46.38,74.12,43.88,36.2198132780083,18,31,17.49,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,2370000,133.72,2.94443897916644,4.49647076906475,3.6168412344903,1.90905665524534,4.90319855049402,1.08751957056636,3.85820019873064,-0.500659095333451,0.314725359249384,0.0607291704414302,0.394166300634521,0.72571426254316,0.336626426613018,0.670054402182257,-0.157570113640292,0.0440720251417604,0.105944873048619,-0.335468830820765
89.3,32.3,98.1,51.93,77.84,51.35,36.2198132780083,24,14,7.62,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,2560000,139.26,3.2188758248682,4.50313746042294,3.6168412344903,1.90905665524534,4.94349784310876,1.08751957056636,3.9689702858699,-0.22946681625114,0.326202867635634,0.0607291704414302,0.394166300634521,0.793348595616908,0.336626426613018,0.888319588544869,-0.074852733488341,0.0481794020826884,0.109808505683103,-0.203839867796914
86.4,32.8,94.3,50.91,73.14,50.32,36.2198132780083,30.54,22,11.57,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,2750000,144.32,3.45125658153489,4.47049528266149,3.6168412344903,1.90905665524534,4.978938207353,1.08751957056636,3.94951144983914,0.000166587580493165,0.270005445425248,0.0607291704414302,0.394166300634521,0.852828185555726,0.336626426613018,0.849977229318288,4.49795538733713e-05,0.0517915482378693,0.0908909682595577,0.000141595650106417
87.1,19.8,96.6,45.92,65.01,45.31,36.2198132780083,38.07,23,11.69,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,2930000,149.11,3.66535490906698,4.47847253294213,3.6168412344903,1.90905665524534,5.01136835867208,1.08751957056636,3.84844402378527,0.211733708761573,0.283739238108307,0.0607291704414302,0.394166300634521,0.907255732880572,0.336626426613018,0.650830499794609,0.060077161205855,0.0550968880360689,0.0955141258142997,0.137802755496661
